id,observed_on_string,observed_on,scientific_name,common_name,observed_in
149297565,2023/02/20 9:02 AM,2023-02-20,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
149297566,2023/02/20 9:03 AM,2023-02-20,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
149297567,2023/02/20 9:04 AM,2023-02-20,Pipilo maculatus,Spotted Towhee,Joshua Tree National Park
149297572,2023/02/20 9:32 AM,2023-02-20,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
149297575,2023/02/20 9:40 AM,2023-02-20,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
149297587,2023/02/20 10:58 AM,2023-02-20,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
149535242,2023/02/23 2:25 PM,2023-02-23,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
149535243,2023/02/23 2:28 PM,2023-02-23,Phainopepla nitens,Phainopepla,Joshua Tree National Park
149535303,2023/02/23 4:21 PM,2023-02-23,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
149567078,2023-02-21 11:28:54-08:00,2023-02-21,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
149572294,2023-02-22 14:50:45-08:00,2023-02-22,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
149642665,2023-02-25 07:57:12-08:00,2023-02-25,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
149661104,2023-02-21 15:05:25-07:00,2023-02-21,Corvus corax,Common Raven,Joshua Tree National Park
149661137,2023-02-21 15:57:24-07:00,2023-02-21,Spizella breweri,Brewer's Sparrow,Joshua Tree National Park
149675776,2023/02/11 1:54 PM,2023-02-11,Auriparus flaviceps,Verdin,Joshua Tree National Park
149675780,2023/02/11 2:17 PM,2023-02-11,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
149698968,2023/02/10 1:59 PM,2023-02-10,Turdus migratorius,American Robin,Joshua Tree National Park
149699770,2023/02/10 1:43 PM,2023-02-10,Colaptes auratus,Northern Flicker,Joshua Tree National Park
149760740,2023-02-26 11:44:24-08:00,2023-02-26,Corthylio calendula,Ruby-crowned Kinglet,Joshua Tree National Park
149981606,2023-02-25 07:45:21-08:00,2023-02-25,Sayornis saya,Say's Phoebe,Joshua Tree National Park
150000129,2023/02/26 10:48 AM,2023-02-26,Auriparus flaviceps,Verdin,Joshua Tree National Park
150000291,2023/02/27 7:57 AM,2023-02-27,Sturnella neglecta,Western Meadowlark,Joshua Tree National Park
150000756,2023/02/27 8:57 AM,2023-02-27,Sayornis saya,Say's Phoebe,Joshua Tree National Park
150027199,2023/02/27 9:08 AM,2023-02-27,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
150027201,2023/02/27 9:16 AM,2023-02-27,Sayornis saya,Say's Phoebe,Joshua Tree National Park
150027202,2023/02/27 9:17 AM,2023-02-27,Sayornis saya,Say's Phoebe,Joshua Tree National Park
150148323,2022/07/16 5:53 AM,2022-07-16,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
150148324,2022/07/16 6:07 AM,2022-07-16,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
150148325,2022/07/16 6:10 AM,2022-07-16,Myiarchus cinerascens,Ash-throated Flycatcher,Joshua Tree National Park
150148326,2022/07/16 6:15 AM,2022-07-16,Cathartes aura,Turkey Vulture,Joshua Tree National Park
150148334,2022/07/16 6:43 AM,2022-07-16,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
150163143,2023-03-03 13:16:38-08:00,2023-03-03,Phainopepla nitens,Phainopepla,Joshua Tree National Park
150173225,2023/02/28 12:23 PM,2023-02-28,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
150173226,2023/02/28 1:17 PM,2023-02-28,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
150210755,2022/07/16 7:01 AM,2022-07-16,Corvus corax,Common Raven,Joshua Tree National Park
150210766,2022/07/16 7:27 AM,2022-07-16,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
150210767,2022/07/16 7:37 AM,2022-07-16,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
150212410,2022/07/16 8:37 AM,2022-07-16,Molothrus ater,Brown-headed Cowbird,Joshua Tree National Park
150220813,2022/07/16 9:40 AM,2022-07-16,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
150220816,2022/07/16 9:51 AM,2022-07-16,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
150220817,2022/07/16 9:56 AM,2022-07-16,Zenaida macroura,Mourning Dove,Joshua Tree National Park
150220818,2022/07/16 9:54 AM,2022-07-16,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
150390069,2023/03/05 12:12 PM,2023-03-05,Corvus corax,Common Raven,Joshua Tree National Park
150390074,2023/03/05 6:07 PM,2023-03-05,Corvus corax,Common Raven,Joshua Tree National Park
150440263,2023/02/15 9:54 AM,2023-02-15,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
150440895,2023/02/15 10:23 AM,2023-02-15,Corvus corax,Common Raven,Joshua Tree National Park
150441470,2023/02/15 10:46 AM,2023-02-15,Sayornis saya,Say's Phoebe,Joshua Tree National Park
150442354,2023/02/15 10:47 AM,2023-02-15,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
150442355,2023/02/15 10:47 AM,2023-02-15,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
150459998,2023/02/15 11:24 AM,2023-02-15,Catharus guttatus,Hermit Thrush,Joshua Tree National Park
150460543,2023/02/15 11:56 AM,2023-02-15,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
150549996,2023-03-07 11:27:36-08:00,2023-03-07,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
150635969,2022-12-22 11:04:52-08:00,2022-12-22,Melozone crissalis,California Towhee,Joshua Tree National Park
150709638,2023/03/03 11:20 PM,2023-03-03,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
150709639,2023/03/03 10:34 PM,2023-03-03,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
150709640,2023/03/03 10:25 PM,2023-03-03,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
150709647,2023/03/03 10:12 PM,2023-03-03,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
150709649,2023/03/03 9:54 PM,2023-03-03,Corvus corax,Common Raven,Joshua Tree National Park
150709754,2023/03/03 1:45 AM,2023-03-03,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
150709755,2023/03/03 2:11 AM,2023-03-03,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
150709756,2023/03/03 2:30 AM,2023-03-03,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
150764285,2022/01/22 4:47 PM,2022-01-22,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
150764286,2022/01/22 2:11 PM,2022-01-22,Phainopepla nitens,Phainopepla,Joshua Tree National Park
150849972,2023-03-11 08:57:15,2023-03-11,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
150895789,2023/03/11 3:58 PM,2023-03-11,Turdus migratorius,American Robin,Joshua Tree National Park
150896156,2023/03/11 4:05 PM,2023-03-11,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
150896747,2023/03/11 4:09 PM,2023-03-11,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
150971401,2023/03/08 4:48 PM,2023-03-08,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
150974079,2023/03/12 11:57 AM,2023-03-12,Corvus corax,Common Raven,Joshua Tree National Park
150974085,2023/03/12 1:23 PM,2023-03-12,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
150974086,2023/03/12 12:55 PM,2023-03-12,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
151004310,2023-03-07 13:02:57-08:00,2023-03-07,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
151004434,2023-03-07 12:47:01-08:00,2023-03-07,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
151040156,2023/03/12 12:40 PM,2023-03-12,Icterus cucullatus,Hooded Oriole,Joshua Tree National Park
151041307,2023/03/11 12:20 PM,2023-03-11,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
151042576,2023/03/12 10:55 AM,2023-03-12,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
151046343,2019/03/14 11:35 AM,2019-03-14,Corvus corax,Common Raven,Joshua Tree National Park
151072981,2023/03/11 11:50 AM,2023-03-11,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
151076875,Mon Mar 13 2023 16:04:05 GMT -0700 (PDT),2023-03-13,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
151083384,2023/03/13 11:45 AM,2023-03-13,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
151083388,2023/03/13 12:10 PM,2023-03-13,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
151083394,2023/03/13 12:30 PM,2023-03-13,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151132356,2023-03-09 18:03:23-08:00,2023-03-09,Bubo virginianus,Great Horned Owl,Joshua Tree National Park
151156481,2023-03-12 06:56:51,2023-03-12,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
151158264,2023-03-11 09:43:37-08:00,2023-03-11,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
151176479,Tue Mar 14 2023 15:41:26 GMT -0700 (PDT),2023-03-14,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151188730,2023-03-10 09:43:12-08:00,2023-03-10,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
151242270,2023-03-11 14:41:15,2023-03-11,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
151244938,2023-03-12 06:59:44,2023-03-12,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
151262936,2023-03-15 17:54:29-07:00,2023-03-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
151270931,2023-03-15 17:28:43,2023-03-15,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
151271599,2023-03-15 16:31:12,2023-03-15,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151273067,2023-03-15 15:58:47,2023-03-15,Corvus corax,Common Raven,Joshua Tree National Park
151273569,2023-03-15 15:00:50,2023-03-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
151273711,2023-03-14 09:50:45,2023-03-14,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151275537,2023/03/15 12:18 PM,2023-03-15,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
151321115,2023-03-11 13:55:38-08:00,2023-03-11,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151349757,2023-03-16 13:37:26,2023-03-16,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
151351402,2023-03-16 08:38:07,2023-03-16,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
151351546,2023-03-16 15:56:58,2023-03-16,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
151355277,2023-03-12 09:28:18-07:00,2023-03-12,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
151364082,2023-03-16 16:26:34-07:00,2023-03-16,Colaptes auratus,Northern Flicker,Joshua Tree National Park
151427571,2023-03-17 12:04:56-07:00,2023-03-17,Haemorhous mexicanus,House Finch,Joshua Tree National Park
151444799,2023-03-17 13:10:29,2023-03-17,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
151492213,2023-03-14 13:40:53-07:00,2023-03-14,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
151544934,2023-03-12 13:24:43-07:00,2023-03-12,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151610152,2023/03/04 3:45 PM,2023-03-04,Troglodytes aedon,Northern House Wren,Joshua Tree National Park
151642802,2023-03-18 13:15:57-07:00,2023-03-18,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151693791,2023-03-19 16:27:10-07:00,2023-03-19,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
151695710,2023-03-19 14:52:49-07:00,2023-03-19,Corvus corax,Common Raven,Joshua Tree National Park
151793655,2023-03-20 15:12:31-07:00,2023-03-20,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
151799727,2023-03-09 09:32:26-08:00,2023-03-09,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
151808264,2023/03/19 12:09 PM,2023-03-19,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
151808265,2023/03/19 12:15 PM,2023-03-19,Turdus migratorius,American Robin,Joshua Tree National Park
151808266,2023/03/19 12:25 PM,2023-03-19,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
151808274,2023/03/19 12:48 PM,2023-03-19,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151808275,2023/03/19 12:50 PM,2023-03-19,Turdus migratorius,American Robin,Joshua Tree National Park
151808277,2023/03/19 12:50 PM,2023-03-19,Cathartes aura,Turkey Vulture,Joshua Tree National Park
151808278,2023/03/19 12:51 PM,2023-03-19,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151808279,2023/03/19 1:16 PM,2023-03-19,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
151808280,2023/03/19 1:14 PM,2023-03-19,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151812643,2023-03-20 15:12:31-07:00,2023-03-20,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
151841259,2023-03-20 11:56:13,2023-03-20,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
151893547,2023-03-19 11:07:44,2023-03-19,Corvus corax,Common Raven,Joshua Tree National Park
151937920,2023-03-22 10:50:59,2023-03-22,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
151938359,2023-03-21 11:46:26,2023-03-21,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
151938499,2023-03-21 11:32:12,2023-03-21,Pipilo maculatus,Spotted Towhee,Joshua Tree National Park
151954990,2023/03/14 8:51 AM,2023-03-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
151954992,2023/03/14 8:43 AM,2023-03-14,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
151962596,2023-03-07 17:22:58,2023-03-07,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
151968109,2023-03-22 11:02:45-07:00,2023-03-22,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151973795,2023/03/22 8:48 AM,2023-03-22,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
151973796,2023/03/22 8:51 AM,2023-03-22,Polioptila melanura,Black-tailed Gnatcatcher,Joshua Tree National Park
151973797,2023/03/22 8:49 AM,2023-03-22,Phainopepla nitens,Phainopepla,Joshua Tree National Park
151973801,2023/03/22 8:52 AM,2023-03-22,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
151982421,2023/03/22 11:27 AM,2023-03-22,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
151984941,2023-03-22 11:04:32-07:00,2023-03-22,Melozone crissalis,California Towhee,Joshua Tree National Park
151994668,2023-03-22 13:12:07-07:00,2023-03-22,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
152040989,2023-03-17 09:56:41,2023-03-17,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152040999,2023-03-17 10:10:19,2023-03-17,Colaptes auratus,Northern Flicker,Joshua Tree National Park
152041004,2023-03-17 10:11:45,2023-03-17,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
152041015,2023-03-17 10:14:17,2023-03-17,Phainopepla nitens,Phainopepla,Joshua Tree National Park
152041027,2023-03-17 10:23:24,2023-03-17,Haemorhous mexicanus,House Finch,Joshua Tree National Park
152041039,2023-03-17 10:47:39,2023-03-17,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
152061901,2023-03-18 09:42:51,2023-03-18,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152061908,2023-03-18 09:42:58,2023-03-18,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
152061922,2023-03-18 11:50:51,2023-03-18,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
152061964,2023-03-18 12:04:29,2023-03-18,Spinus psaltria,Lesser Goldfinch,Joshua Tree National Park
152061971,2023-03-18 12:10:43,2023-03-18,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152061982,2023-03-18 12:42:02,2023-03-18,Corvus corax,Common Raven,Joshua Tree National Park
152062019,2023-03-18 15:36:03,2023-03-18,Phainopepla nitens,Phainopepla,Joshua Tree National Park
152062024,2023-03-18 15:48:31,2023-03-18,Myadestes townsendi,Townsend's Solitaire,Joshua Tree National Park
152065538,2023-03-18 15:58:43,2023-03-18,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
152065550,2023-03-18 16:11:30,2023-03-18,Catherpes mexicanus,Canyon Wren,Joshua Tree National Park
152065605,2023-03-18 16:33:12,2023-03-18,Haemorhous mexicanus,House Finch,Joshua Tree National Park
152065618,2023-03-18 16:33:47,2023-03-18,Sayornis saya,Say's Phoebe,Joshua Tree National Park
152065641,2023-03-18 17:13:41,2023-03-18,Turdus migratorius,American Robin,Joshua Tree National Park
152071573,2023/03/09 2:13 PM,2023-03-09,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152118296,2023-03-15 02:17:00-07:00,2023-03-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152145233,2023/03/04 10:09 AM,2023-03-04,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
152145236,2023/03/04 10:02 AM,2023-03-04,Oreoscoptes montanus,Sage Thrasher,Joshua Tree National Park
152145237,2023/03/04 10:01 AM,2023-03-04,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
152146416,2023/03/04 10:29 AM,2023-03-04,Turdus migratorius,American Robin,Joshua Tree National Park
152147999,2023/03/04 11:06 AM,2023-03-04,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
152148002,2023/03/04 11:03 AM,2023-03-04,Phainopepla nitens,Phainopepla,Joshua Tree National Park
152149166,2023/03/04 11:22 AM,2023-03-04,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
152149169,2023/03/04 11:18 AM,2023-03-04,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
152149170,2023/03/04 11:12 AM,2023-03-04,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
152150749,2023/03/04 11:41 AM,2023-03-04,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152152679,2023/03/04 12:25 PM,2023-03-04,Phainopepla nitens,Phainopepla,Joshua Tree National Park
152152680,2023/03/04 12:21 PM,2023-03-04,Polioptila melanura,Black-tailed Gnatcatcher,Joshua Tree National Park
152154001,2023/03/04 12:26 PM,2023-03-04,Cathartes aura,Turkey Vulture,Joshua Tree National Park
152155878,2023/03/04 1:02 PM,2023-03-04,Spinus psaltria,Lesser Goldfinch,Joshua Tree National Park
152271385,2023/03/17 9:58 AM,2023-03-17,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
152307854,2023-03-25 16:20:23-07:00,2023-03-25,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152308234,2023-03-25 16:20:19-07:00,2023-03-25,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
152308799,2023-03-25 16:19:47-07:00,2023-03-25,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
152308932,2023-03-25 16:19:54-07:00,2023-03-25,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
152319801,2023-03-25 14:10:07,2023-03-25,Turdus migratorius,American Robin,Joshua Tree National Park
152323580,2023-03-25 07:54:22-07:00,2023-03-25,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
152324406,2023-03-24 09:27:40-07:00,2023-03-24,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
152324710,2023-03-25 14:25:47,2023-03-25,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
152327926,2023-03-25 13:40:57,2023-03-25,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
152373856,2023-02-19 14:34:00-08:00,2023-02-19,Sayornis saya,Say's Phoebe,Joshua Tree National Park
152374076,2023-02-18 08:29:00-08:00,2023-02-18,Auriparus flaviceps,Verdin,Joshua Tree National Park
152374790,2023-02-19 13:16:00-08:00,2023-02-19,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152427816,2023-03-25 18:27:29-07:00,2023-03-25,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
152430029,2023-02-18 13:45:00-08:00,2023-02-18,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
152438450,2023-03-26 13:15:47,2023-03-26,Turdus migratorius,American Robin,Joshua Tree National Park
152466899,2023-03-26 15:00:26,2023-03-26,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
152473009,2023/03/22 9:56 AM,2023-03-22,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
152473013,2023/03/22 9:57 AM,2023-03-22,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
152473015,2023/03/22 10:51 AM,2023-03-22,Corvus corax,Common Raven,Joshua Tree National Park
152473430,2023/03/22 10:29 AM,2023-03-22,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
152579707,2023/03/27 2:58 PM,2023-03-27,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
152586771,2023-03-27 12:17:32,2023-03-27,Eremophila alpestris,Horned Lark,Joshua Tree National Park
152586805,2023-03-16 09:52:54,2023-03-16,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
152665462,2023-03-28 11:49:45-07:00,2023-03-28,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152702103,2023/03/25 6:46 PM,2023-03-25,Aeronautes saxatalis,White-throated Swift,Joshua Tree National Park
152702104,2023/03/25 10:18 AM,2023-03-25,Sayornis saya,Say's Phoebe,Joshua Tree National Park
152702105,2023/03/25 10:23 AM,2023-03-25,Turdus migratorius,American Robin,Joshua Tree National Park
152702106,2023/03/25 9:37 AM,2023-03-25,Spizella breweri,Brewer's Sparrow,Joshua Tree National Park
152702107,2023/03/26 10:34 AM,2023-03-26,Corvus corax,Common Raven,Joshua Tree National Park
152702108,2023/03/25 10:18 AM,2023-03-25,Sayornis saya,Say's Phoebe,Joshua Tree National Park
152702109,2023/03/25 10:00 AM,2023-03-25,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
152702110,2023/03/25 10:23 AM,2023-03-25,Spizella breweri,Brewer's Sparrow,Joshua Tree National Park
152702111,2023/03/25 9:51 AM,2023-03-25,Toxostoma lecontei,LeConte's Thrasher,Joshua Tree National Park
152702113,2023/03/25 10:11 AM,2023-03-25,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
152702114,2023/03/25 10:24 AM,2023-03-25,Chondestes grammacus,Lark Sparrow,Joshua Tree National Park
152703322,2023/03/26 10:26 AM,2023-03-26,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
152703323,2023/03/26 10:26 AM,2023-03-26,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152703324,2023/03/26 10:11 AM,2023-03-26,Sialia mexicana,Western Bluebird,Joshua Tree National Park
152703325,2023/03/26 10:11 AM,2023-03-26,Sialia mexicana,Western Bluebird,Joshua Tree National Park
152703326,2023/03/26 10:46 AM,2023-03-26,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
152703327,2023/03/26 10:29 AM,2023-03-26,Falco sparverius,American Kestrel,Joshua Tree National Park
152731683,2023/03/25 7:40 AM,2023-03-25,Spizella breweri,Brewer's Sparrow,Joshua Tree National Park
152738114,2023/03/24 9:33 AM,2023-03-24,Spizella breweri,Brewer's Sparrow,Joshua Tree National Park
152738118,2023/03/24 9:29 AM,2023-03-24,Sayornis saya,Say's Phoebe,Joshua Tree National Park
152738119,2023/03/24 9:29 AM,2023-03-24,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
152738121,2023/03/24 9:19 AM,2023-03-24,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
152738122,2023/03/24 9:10 AM,2023-03-24,Spizella passerina,Chipping Sparrow,Joshua Tree National Park
152738124,2023/03/23 3:46 PM,2023-03-23,Psaltriparus minimus,Bushtit,Joshua Tree National Park
152738126,2023/03/24 9:05 AM,2023-03-24,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
152738130,2023/03/23 5:27 PM,2023-03-23,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
152744491,2023/03/23 11:02 AM,2023-03-23,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
152744500,2023/03/23 11:00 AM,2023-03-23,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
152744501,2023/03/22 8:37 AM,2023-03-22,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
152744502,2023/03/23 10:11 AM,2023-03-23,Aeronautes saxatalis,White-throated Swift,Joshua Tree National Park
152744509,2023/03/22 8:14 AM,2023-03-22,Spizella breweri,Brewer's Sparrow,Joshua Tree National Park
152744513,2023/03/22 11:22 AM,2023-03-22,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
152744514,2023/03/23 1:45 PM,2023-03-23,Corthylio calendula,Ruby-crowned Kinglet,Joshua Tree National Park
152744516,2023/03/22 8:30 AM,2023-03-22,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152744522,2023/03/22 12:21 PM,2023-03-22,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
152744524,2023/03/23 7:35 AM,2023-03-23,Sayornis saya,Say's Phoebe,Joshua Tree National Park
152744525,2023/03/22 11:03 AM,2023-03-22,Melozone crissalis,California Towhee,Joshua Tree National Park
152744526,2023/03/22 11:11 AM,2023-03-22,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
152744528,2023/03/23 7:35 AM,2023-03-23,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
152744529,2023/03/22 10:37 AM,2023-03-22,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
152744531,2023/03/22 11:18 AM,2023-03-22,Phainopepla nitens,Phainopepla,Joshua Tree National Park
152744532,2023/03/23 7:19 AM,2023-03-23,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
152746540,2023-03-29 08:40:51-07:00,2023-03-29,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
152752675,2023-03-29 11:29:14-07:00,2023-03-29,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
152752922,2023-03-29 11:27:01-07:00,2023-03-29,Corvus corax,Common Raven,Joshua Tree National Park
152754800,2023-03-29 11:25:37-07:00,2023-03-29,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
152790455,2023-03-29 09:56:00-07:00,2023-03-29,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
152872910,2014/05/09 7:12 PM,2014-05-09,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
152874875,2023-03-30 17:17:43-05:00,2023-03-30,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
152894435,2023/03/18 1:06 PM,2023-03-18,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
152898053,2023/03/18 5:10 PM,2023-03-18,Corvus corax,Common Raven,Joshua Tree National Park
152900988,2023-03-28 23:11:48-07:00,2023-03-28,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
