id,observed_on_string,observed_on,time_observed_at,scientific_name,common_name,iconic_taxon_name
72749950,Fri Apr 02 2021 11:55:37 GMT-0700 (PDT),2021-04-02,2021-04-02 18:55:37 +0000,Perisoreus canadensis,Canada Jay,Aves
72758271,Fri Sep 11 2020 13:53:04 GMT-0700 (PDT),2020-09-11,2020-09-11 20:53:04 +0000,Corvus corax,Common Raven,Aves
72956650,Fri Apr 02 2021 19:40:07 GMT-0700 (PDT),2021-04-02,2021-04-03 02:40:07 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
72956753,Fri Apr 02 2021 20:09:45 GMT-0700 (PDT),2021-04-02,2021-04-03 03:09:45 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
72957846,Sat Apr 03 2021 17:02:04 GMT-0700 (PDT),2021-04-03,2021-04-04 00:02:04 +0000,Cyanocitta stelleri,Steller's Jay,Aves
73351203,Thu Jul 27 2017 17:37:16 GMT-0700 (PDT),2017-07-27,2017-07-28 00:37:16 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
74084458,2021-04-15 12:20:00 PM PDT,2021-04-15,2021-04-15 19:20:00 +0000,Corvus brachyrhynchos,American Crow,Aves
74089112,Sat Feb 06 2021 16:04:05 GMT-0800 (PST),2021-02-06,2021-02-06 16:04:05 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
74108241,Tue Apr 13 2021 14:27:48 GMT-0700 (PDT),2021-04-13,2021-04-13 21:27:48 +0000,Bonasa umbellus,Ruffed Grouse,Aves
74586049,2021-04-18 4:36:57 PM PDT,2021-04-18,2021-04-18 23:36:57 +0000,Bonasa umbellus,Ruffed Grouse,Aves
74740281,Mon Apr 19 2021 14:54:48 GMT-0700 (PDT),2021-04-19,2021-04-19 21:54:48 +0000,Junco hyemalis,Dark-eyed Junco,Aves
74936062,2021-04-21 2:25:28 PM PDT,2021-04-21,2021-04-21 21:25:28 +0000,Turdus migratorius,American Robin,Aves
74936179,2021-04-21 1:51:14 PM PDT,2021-04-21,2021-04-21 20:51:14 +0000,Perisoreus canadensis,Canada Jay,Aves
75280460,2021/04/21 3:03 PM UTC,2021-04-21,2021-04-21 15:03:00 +0000,Calidris mauri,Western Sandpiper,Aves
75891265,2021/04/27 2:31 PM UTC,2021-04-27,2021-04-27 14:31:00 +0000,Perisoreus canadensis,Canada Jay,Aves
76010578,2021/04/28 8:41 AM UTC,2021-04-28,2021-04-28 08:41:00 +0000,Haematopus bachmani,Black Oystercatcher,Aves
76012340,2021/04/28 12:58 PM UTC,2021-04-28,2021-04-28 12:58:00 +0000,Cyanocitta stelleri,Steller's Jay,Aves
76346918,2021-05-01 13:20:16,2021-05-01,2021-05-01 20:20:16 +0000,Cinclus mexicanus,American Dipper,Aves
76347027,2021-05-01 13:42:01,2021-05-01,2021-05-01 20:42:01 +0000,Sphyrapicus ruber,Red-breasted Sapsucker,Aves
76843370,2020/03/03 4:27 PM PST,2020-03-03,2020-03-04 00:27:00 +0000,Aegolius acadicus,Northern Saw-whet Owl,Aves
76941147,2021-05-02 08:57:27,2021-05-02,2021-05-02 15:57:27 +0000,Junco hyemalis,Dark-eyed Junco,Aves
78117023,Sun May 09 2021 12:23:30 GMT -0700 (PDT),2021-05-09,2021-05-09 19:23:30 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
78117025,Sun May 09 2021 12:19:22 GMT -0700 (PDT),2021-05-09,2021-05-09 19:19:22 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
78190014,2021-05-09,2021-05-09,,Dendragapus fuliginosus,Sooty Grouse,Aves
78318186,2021-05-10 18:28:41,2021-05-10,2021-05-11 01:28:41 +0000,Haematopus bachmani,Black Oystercatcher,Aves
78403393,2021-05-01 13:12:24,2021-05-01,2021-05-01 20:12:24 +0000,Hirundo rustica erythrogaster,American Barn Swallow,Aves
78474762,Tue May 11 2021 17:23:00 GMT-0700 (PDT),2021-05-11,2021-05-12 00:23:00 +0000,Perisoreus canadensis,Canada Jay,Aves
78514412,2021-05-12 12:01:01,2021-05-12,2021-05-12 12:01:01 +0000,Perisoreus canadensis,Canada Jay,Aves
78514441,2021-05-12 12:01:21,2021-05-12,2021-05-12 12:01:21 +0000,Perisoreus canadensis,Canada Jay,Aves
78796239,2021/05/13 11:29 AM PDT,2021-05-13,2021-05-13 18:29:00 +0000,Haematopus bachmani,Black Oystercatcher,Aves
78796241,2021/05/13 10:21 AM PDT,2021-05-13,2021-05-13 17:21:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
78797473,2021/05/13 12:44 PM PDT,2021-05-13,2021-05-13 19:44:00 +0000,Numenius phaeopus,Whimbrel,Aves
79025787,2021-05-15 17:37:07,2021-05-15,2021-05-16 00:37:07 +0000,Corvus corax,Common Raven,Aves
79025808,2021-05-15 17:39:27,2021-05-15,2021-05-16 00:39:27 +0000,Turdus migratorius,American Robin,Aves
79025833,2021-05-15 17:53:53,2021-05-15,2021-05-16 00:53:53 +0000,Anthus rubescens,American Pipit,Aves
79115831,2021/05/16 8:29 PM UTC,2021-05-16,2021-05-16 20:29:00 +0000,Perisoreus canadensis,Canada Jay,Aves
79115832,2021/05/16 8:24 PM UTC,2021-05-16,2021-05-16 20:24:00 +0000,Turdus migratorius,American Robin,Aves
79163667,Sat May 15 2021 09:43:09 GMT -0700 (PDT),2021-05-15,2021-05-15 16:43:09 +0000,Cardellina pusilla,Wilson's Warbler,Aves
79183100,2021/05/12 11:21 AM MST,2021-05-12,2021-05-12 18:21:00 +0000,Cinclus mexicanus,American Dipper,Aves
79183329,2021/05/13 9:28 AM MST,2021-05-13,2021-05-13 16:28:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
79359825,Tue May 18 2021 09:00:00 GMT-0700 (PDT),2021-05-18,2021-05-18 16:00:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow,Aves
79433391,Wed May 19 2021 12:47:26 GMT-0700 (PDT),2021-05-19,2021-05-19 19:47:26 +0000,Corvus corax,Common Raven,Aves
79720818,2021-05-21 9:09:13 AM PDT,2021-05-21,2021-05-21 16:09:13 +0000,Strix varia,Barred Owl,Aves
79790128,2021/05/11 8:21 AM PDT,2021-05-11,2021-05-11 15:21:00 +0000,Corvus corax,Common Raven,Aves
80014370,Sun May 23 2021 14:10:32 GMT-0700 (PDT),2021-05-23,2021-05-23 21:10:32 +0000,Perisoreus canadensis,Canada Jay,Aves
80024351,Sat May 22 2021 10:16:56 GMT-0700 (PDT),2021-05-22,2021-05-22 17:16:56 +0000,Troglodytes pacificus,Pacific Wren,Aves
80116253,Sun May 23 2021 09:55:45 GMT-0700 (PDT),2021-05-23,2021-05-23 16:55:45 +0000,Turdus migratorius,American Robin,Aves
80665200,2018-10-02 10:11:59,2018-10-02,2018-10-02 15:11:59 +0000,Histrionicus histrionicus,Harlequin Duck,Aves
80665238,2018-10-02 11:01:22,2018-10-02,2018-10-02 16:01:22 +0000,Ixoreus naevius,Varied Thrush,Aves
80931868,Sun May 30 2021 11:09:50 GMT-0700 (PDT),2021-05-30,2021-05-30 18:09:50 +0000,Cinclus mexicanus,American Dipper,Aves
80993331,Sun May 30 2021 21:08:08 GMT-0700 (PDT),2021-05-30,2021-05-31 04:08:08 +0000,Ixoreus naevius,Varied Thrush,Aves
81080163,Mon May 31 2021 12:55:25 GMT-0700 (PDT),2021-05-31,2021-05-31 19:55:25 +0000,Corvus corax,Common Raven,Aves
81135561,Wed May 26 2021 18:59:28 GMT-0500 (CDT),2021-05-26,2021-05-27 04:59:28 +0000,Haematopus bachmani,Black Oystercatcher,Aves
81138077,2021-05-29 18:57:47,2021-05-29,2021-05-30 01:57:47 +0000,Strix varia,Barred Owl,Aves
81142235,2021/05/31 11:08 AM HST,2021-05-31,2021-05-31 21:08:00 +0000,Eremophila alpestris,Horned Lark,Aves
81254096,2021-05-30 21:15:00,2021-05-30,2021-05-31 04:15:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
81273428,2021/05/27 6:21 PM PDT,2021-05-27,2021-05-28 01:21:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
81284535,Mon May 31 2021 10:36:52 GMT-0700 (PDT),2021-05-31,2021-05-31 17:36:52 +0000,Perisoreus canadensis,Canada Jay,Aves
81657205,2021/05/12 12:48 PM PDT,2021-05-12,2021-05-12 19:48:00 +0000,Corvus corax,Common Raven,Aves
81657207,2021/05/12 1:29 PM PDT,2021-05-12,2021-05-12 20:29:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
81657212,2021/05/12 2:24 PM PDT,2021-05-12,2021-05-12 21:24:00 +0000,Histrionicus histrionicus,Harlequin Duck,Aves
82021492,Sat Jun 05 2021 16:18:00 GMT-0700 (PDT),2021-06-05,2021-06-05 23:18:00 +0000,Anas platyrhynchos,Mallard,Aves
82242099,2021/06/03 3:13 PM MST,2021-06-03,2021-06-03 22:13:00 +0000,Anas platyrhynchos,Mallard,Aves
82429808,2021-06-10 07:32:00,2021-06-10,2021-06-10 07:32:00 +0000,Ixoreus naevius,Varied Thrush,Aves
82431588,2021-06-10 08:53:00,2021-06-10,2021-06-10 08:53:00 +0000,Empidonax hammondii,Hammond's Flycatcher,Aves
82452763,2021-06-10 10:01:00,2021-06-10,2021-06-10 10:01:00 +0000,Piranga ludoviciana,Western Tanager,Aves
82900639,2021-06-10 09:10:48,2021-06-10,2021-06-10 16:10:48 +0000,Corvus brachyrhynchos,American Crow,Aves
83425531,2021-06-16 14:41:18,2021-06-16,2021-06-16 21:41:18 +0000,Haematopus bachmani,Black Oystercatcher,Aves
83535810,2018/08/09 6:51 PM UTC,2018-08-09,2018-08-09 18:51:00 +0000,Perisoreus canadensis,Canada Jay,Aves
83535814,2018/08/10 12:50 PM UTC,2018-08-10,2018-08-10 12:50:00 +0000,Corvus brachyrhynchos,American Crow,Aves
83535817,2018/08/10 3:15 PM UTC,2018-08-10,2018-08-10 15:15:00 +0000,Larus glaucescens × occidentalis,Olympic Gull,Aves
83537633,2021/06/14 8:00 PM HST,2021-06-14,2021-06-15 06:00:00 +0000,Corvus corax,Common Raven,Aves
83785027,2021/06/17 8:10 AM PDT,2021-06-17,2021-06-17 15:10:00 +0000,Patagioenas fasciata,Band-tailed Pigeon,Aves
84055394,2021-06-21 11:41:39,2021-06-21,2021-06-21 18:41:39 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
84139155,2021/06/22 12:51 PM PDT,2021-06-22,2021-06-22 19:51:00 +0000,Catharus guttatus,Hermit Thrush,Aves
84245656,2021-06-23 12:44:39,2021-06-23,2021-06-23 19:44:39 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
84321364,Wed Jun 23 2021 18:51:46 GMT-0700 (PDT),2021-06-23,2021-06-24 01:51:46 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
84364793,2021/06/08 11:18 AM PDT,2021-06-08,2021-06-08 18:18:00 +0000,Poecile rufescens,Chestnut-backed Chickadee,Aves
84375263,2021/06/08 11:05 AM PDT,2021-06-08,2021-06-08 18:05:00 +0000,Contopus sordidulus,Western Wood-Pewee,Aves
84485713,Sun May 30 2021 09:00:13 GMT -0500 (CDT),2021-05-30,2021-05-30 09:00:13 +0000,Haematopus bachmani,Black Oystercatcher,Aves
84495588,Fri Jun 25 2021 18:10:43 GMT -0700 (PDT),2021-06-25,2021-06-26 01:10:43 +0000,Cyanocitta stelleri,Steller's Jay,Aves
84511446,2021/06/23 5:57 AM PDT,2021-06-23,2021-06-23 12:57:00 +0000,Corvus corax,Common Raven,Aves
84517269,2021/06/23 6:56 AM PDT,2021-06-23,2021-06-23 13:56:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
84582316,2021-06-25 10:31:52,2021-06-25,2021-06-25 17:31:52 +0000,Turdus migratorius,American Robin,Aves
84659741,Sat Jun 26 2021 14:08:37 GMT-0700 (PDT),2021-06-26,2021-06-26 21:08:37 +0000,Tachycineta thalassina,Violet-green Swallow,Aves
84918676,2021/06/22 4:54 PM PDT,2021-06-22,2021-06-22 23:54:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
84929754,Tue Jun 16 2020 10:56:04 GMT-0700 (PDT),2020-06-16,2020-06-16 17:56:04 +0000,Anas platyrhynchos,Mallard,Aves
84938015,2021/06/22 6:19 PM PDT,2021-06-22,2021-06-23 01:19:00 +0000,Corvus corax,Common Raven,Aves
85126155,2021/06/23 6:05 PM PDT,2021-06-23,2021-06-24 01:05:00 +0000,Ixoreus naevius,Varied Thrush,Aves
85157675,2021/06/23 5:07 PM PDT,2021-06-23,2021-06-24 00:07:00 +0000,Cinclus mexicanus,American Dipper,Aves
85158205,2021/06/23 8:47 PM PDT,2021-06-23,2021-06-24 03:47:00 +0000,Corvus brachyrhynchos,American Crow,Aves
85159328,2021/06/23 2:40 PM PDT,2021-06-23,2021-06-23 21:40:00 +0000,Dryocopus pileatus,Pileated Woodpecker,Aves
85166111,Wed Jun 30 2021 17:46:41 GMT -0700 (PDT),2021-06-30,2021-07-01 00:46:41 +0000,Selasphorus rufus,Rufous Hummingbird,Aves
85269942,2021-07-01 09:31:00,2021-07-01,2021-07-01 16:31:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
85353892,2021/07/01 1:25 PM PDT,2021-07-01,2021-07-01 20:25:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
85353900,2021/07/01 12:52 PM PDT,2021-07-01,2021-07-01 19:52:00 +0000,Tachycineta thalassina,Violet-green Swallow,Aves
85822459,Wed Jun 30 2021 20:22:31 GMT-0400 (EDT),2021-06-30,2021-07-01 00:22:31 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
85989880,Tue Jul 06 2021 19:01:35 GMT-0700 (PDT),2021-07-06,2021-07-07 02:01:35 +0000,Mergus merganser,Common Merganser,Aves
86055084,2021/06/16 8:24 PM CDT,2021-06-16,2021-06-17 01:24:00 +0000,Corvus brachyrhynchos,American Crow,Aves
86057587,2021/06/17 12:00 PM CDT,2021-06-17,2021-06-17 17:00:00 +0000,Eremophila alpestris,Horned Lark,Aves
86060049,Tue Jul 06 2021 20:04:51 GMT-0700 (PDT),2021-07-06,2021-07-07 03:04:51 +0000,Eremophila alpestris,Horned Lark,Aves
86459095,2021/06/09 9:49 AM UTC,2021-06-09,2021-06-09 09:49:00 +0000,Poecile rufescens,Chestnut-backed Chickadee,Aves
86469693,2021/06/10 10:18 AM UTC,2021-06-10,2021-06-10 10:18:00 +0000,Setophaga nigrescens,Black-throated Gray Warbler,Aves
86469697,2021/06/10 9:42 AM UTC,2021-06-10,2021-06-10 09:42:00 +0000,Troglodytes pacificus,Pacific Wren,Aves
86469700,2021/06/10 11:01 AM UTC,2021-06-10,2021-06-10 11:01:00 +0000,Chaetura vauxi,Vaux's Swift,Aves
86469703,2021/06/10 11:07 AM UTC,2021-06-10,2021-06-10 11:07:00 +0000,Aix sponsa,Wood Duck,Aves
86572697,2021/06/10 4:55 PM UTC,2021-06-10,2021-06-10 16:55:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
86639714,2021-07-11 11:11:30,2021-07-11,2021-07-11 18:11:30 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
86676437,Fri Jul 09 2021 11:28:36 GMT-0700 (PDT),2021-07-09,2021-07-09 18:28:36 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
86681646,2021-06-29 15:32:53,2021-06-29,2021-06-29 22:32:53 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
86687908,2021-07-04 18:22:07,2021-07-04,2021-07-04 22:22:07 +0000,Dryocopus pileatus,Pileated Woodpecker,Aves
86711937,2021/07/11 12:32 PM PDT,2021-07-11,2021-07-11 19:32:00 +0000,Corvus brachyrhynchos,American Crow,Aves
86711938,2021/07/11 12:32 PM PDT,2021-07-11,2021-07-11 19:32:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
86720954,2021/07/09 6:52 PM PDT,2021-07-09,2021-07-10 01:52:00 +0000,Histrionicus histrionicus,Harlequin Duck,Aves
86735773,Sat Jul 10 2021 12:00:47 GMT-0700 (PDT),2021-07-10,2021-07-10 19:00:47 +0000,Perisoreus canadensis,Canada Jay,Aves
86840229,2021-07-11 18:24:59,2021-07-11,2021-07-11 18:24:59 +0000,Hirundo rustica,Barn Swallow,Aves
86913082,2021-07-12 17:38:58,2021-07-12,2021-07-13 00:38:58 +0000,Cyanocitta stelleri,Steller's Jay,Aves
86956171,2021/07/13 4:16 PM PDT,2021-07-13,2021-07-13 23:16:00 +0000,Falco sparverius,American Kestrel,Aves
87023650,2021/07/13 12:44 PM PDT,2021-07-13,2021-07-13 19:44:00 +0000,Catharus guttatus,Hermit Thrush,Aves
87043753,2021-07-11 19:02:20,2021-07-11,2021-07-12 00:02:20 +0000,Cyanocitta stelleri,Steller's Jay,Aves
87068281,Mon Jul 12 2021 21:02:02 GMT-0700 (PDT),2021-07-12,2021-07-13 04:02:02 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
87071634,2021-07-12 12:34:05,2021-07-12,2021-07-12 16:34:05 +0000,Anthus rubescens,American Pipit,Aves
87090483,Wed Jul 14 2021 16:58:00 GMT-0700 (PDT),2021-07-14,2021-07-14 23:58:00 +0000,Pelecanus occidentalis,Brown Pelican,Aves
87167048,Sat Jul 10 2021 11:42:37 GMT-0700 (PDT),2021-07-10,2021-07-10 18:42:37 +0000,Strix varia,Barred Owl,Aves
87220058,2021/07/07 10:50 AM UTC,2021-07-07,2021-07-07 10:50:00 +0000,Troglodytes pacificus,Pacific Wren,Aves
87227087,2021-07-02 19:10:05,2021-07-02,2021-07-03 00:10:05 +0000,Dryobates villosus,Hairy Woodpecker,Aves
87229042,Thu Jul 15 2021 15:49:52 GMT-0700 (PDT),2021-07-15,2021-07-15 22:49:52 +0000,Perisoreus canadensis,Canada Jay,Aves
87229903,2021-07-07 12:03:18,2021-07-07,2021-07-07 17:03:18 +0000,Troglodytes pacificus,Pacific Wren,Aves
87237976,2021-07-14 11:16:08,2021-07-14,2021-07-14 18:16:08 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
87352468,Fri Jul 16 2021 13:03:45 GMT-0700 (PDT),2021-07-16,2021-07-16 20:03:45 +0000,Pelecanus occidentalis,Brown Pelican,Aves
87361640,Thu Jul 15 2021 13:43:32 GMT-0700 (PDT),2021-07-15,2021-07-15 20:43:32 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
87642017,2021/06/30 5:54 PM PDT,2021-06-30,2021-07-01 00:54:00 +0000,Troglodytes pacificus,Pacific Wren,Aves
87643026,2021/06/30 2:02 PM PDT,2021-06-30,2021-06-30 21:02:00 +0000,Perisoreus canadensis,Canada Jay,Aves
87643029,2021/06/30 6:34 PM PDT,2021-06-30,2021-07-01 01:34:00 +0000,Aix sponsa,Wood Duck,Aves
87645628,2021/06/30 6:12 PM PDT,2021-06-30,2021-07-01 01:12:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
87676308,Sat Jul 17 2021 07:40:54 GMT-0700 (PDT),2021-07-17,2021-07-17 14:40:54 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
87677770,2021-07-17 12:05:35,2021-07-17,2021-07-17 19:05:35 +0000,Catharus guttatus,Hermit Thrush,Aves
87734050,2015/06/11 11:11 AM CST,2015-06-11,2015-06-11 03:11:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow,Aves
87734058,2015/06/11 1:29 PM CST,2015-06-11,2015-06-11 05:29:00 +0000,Histrionicus histrionicus,Harlequin Duck,Aves
87756874,Sat Jul 17 2021 11:51:17 GMT-0700 (PDT),2021-07-17,2021-07-17 18:51:17 +0000,Limosa fedoa,Marbled Godwit,Aves
87757043,Sat Jul 17 2021 11:52:43 GMT-0700 (PDT),2021-07-17,2021-07-17 18:52:43 +0000,Numenius phaeopus,Whimbrel,Aves
87757301,Sat Jul 17 2021 10:07:39 GMT-0700 (PDT),2021-07-17,2021-07-17 17:07:39 +0000,Charadrius semipalmatus,Semipalmated Plover,Aves
87757453,Sat Jul 17 2021 09:47:29 GMT-0700 (PDT),2021-07-17,2021-07-17 16:47:29 +0000,Limosa fedoa,Marbled Godwit,Aves
87758739,Fri Jul 16 2021 20:35:31 GMT-0700 (PDT),2021-07-16,2021-07-17 03:35:31 +0000,Charadrius semipalmatus,Semipalmated Plover,Aves
87758798,Sat Jul 17 2021 09:38:35 GMT-0700 (PDT),2021-07-17,2021-07-17 16:38:35 +0000,Larus californicus,California Gull,Aves
87758956,Sat Jul 17 2021 10:04:49 GMT-0700 (PDT),2021-07-17,2021-07-17 17:04:49 +0000,Calidris alba,Sanderling,Aves
87758980,Sat Jul 17 2021 10:06:34 GMT-0700 (PDT),2021-07-17,2021-07-17 17:06:34 +0000,Calidris mauri,Western Sandpiper,Aves
87759010,Sat Jul 17 2021 10:06:35 GMT-0700 (PDT),2021-07-17,2021-07-17 17:06:35 +0000,Calidris mauri,Western Sandpiper,Aves
87759094,Sat Jul 17 2021 06:59:57 GMT-0700 (PDT),2021-07-17,2021-07-17 13:59:57 +0000,Calidris mauri,Western Sandpiper,Aves
87789589,2021/07/17 1:51 PM PDT,2021-07-17,2021-07-17 20:51:00 +0000,Ixoreus naevius,Varied Thrush,Aves
87789905,2021/07/17 3:12 PM PDT,2021-07-17,2021-07-17 22:12:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
87798429,2021-07-11 11:11:30,2021-07-11,2021-07-11 18:11:30 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
87890934,2021/07/19 10:08 AM PDT,2021-07-19,2021-07-19 17:08:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
87890935,2021/07/19 11:09 AM PDT,2021-07-19,2021-07-19 18:09:00 +0000,Corvus corax,Common Raven,Aves
87890936,2021/07/19 1:20 PM PDT,2021-07-19,2021-07-19 20:20:00 +0000,Falco sparverius,American Kestrel,Aves
87890941,2021/07/19 11:03 AM PDT,2021-07-19,2021-07-19 18:03:00 +0000,Selasphorus rufus,Rufous Hummingbird,Aves
87953397,Mon Jul 19 2021 17:42:53 GMT-0700 (PDT),2021-07-19,2021-07-20 00:42:53 +0000,Bonasa umbellus,Ruffed Grouse,Aves
88019247,Wed Jul 21 2021 08:06:13 GMT-0700 (PDT),2021-07-21,2021-07-21 15:06:13 +0000,Perisoreus canadensis,Canada Jay,Aves
88028778,Wed Jul 21 2021 12:12:41 GMT-0700 (PDT),2021-07-21,2021-07-21 19:12:41 +0000,Piranga ludoviciana,Western Tanager,Aves
88119466,Wed Jul 21 2021 14:15:00 GMT-0700 (PDT),2021-07-21,2021-07-21 21:15:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
88219106,2021/07/17 7:46 AM PDT,2021-07-17,2021-07-17 14:46:00 +0000,Sitta canadensis,Red-breasted Nuthatch,Aves
88220040,Thu Jul 22 2021 12:51:13 GMT-0700 (PDT),2021-07-22,2021-07-22 19:51:13 +0000,Hirundo rustica,Barn Swallow,Aves
88239266,Thu Jul 22 2021 17:44:35 GMT-0700 (PDT),2021-07-22,2021-07-23 00:44:35 +0000,Junco hyemalis,Dark-eyed Junco,Aves
88309721,Fri Jul 23 2021 12:29:29 GMT-0700 (PDT),2021-07-23,2021-07-23 19:29:29 +0000,Perisoreus canadensis,Canada Jay,Aves
88339765,2021-07-23 11:58:26 AM PDT,2021-07-23,2021-07-23 18:58:26 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
88347343,2021/07/21 7:51 PM PDT,2021-07-21,2021-07-22 02:51:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
88407647,Fri Jul 23 2021 11:50:41 GMT-0700 (PDT),2021-07-23,2021-07-23 18:50:41 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
88408449,Fri Jul 23 2021 10:51:47 GMT-0700 (PDT),2021-07-23,2021-07-23 17:51:47 +0000,Corvus corax,Common Raven,Aves
88493866,Thu Jul 11 2019 12:42:43 GMT-0500 (CDT),2019-07-11,2019-07-11 12:42:43 +0000,Cyanocitta stelleri,Steller's Jay,Aves
88581182,2021/07/21 12:30 AM PDT,2021-07-21,2021-07-21 07:30:00 +0000,Patagioenas fasciata,Band-tailed Pigeon,Aves
88591090,2021/07/21 1:04 AM PDT,2021-07-21,2021-07-21 08:04:00 +0000,Colaptes auratus,Northern Flicker,Aves
88591133,2021/07/21 1:27 AM PDT,2021-07-21,2021-07-21 08:27:00 +0000,Setophaga townsendi,Townsend's Warbler,Aves
88611243,Sat Jul 24 2021 12:58:10 GMT-0700 (PDT),2021-07-24,2021-07-24 19:58:10 +0000,Perisoreus canadensis,Canada Jay,Aves
88613204,2021/07/13 11:44 AM PDT,2021-07-13,2021-07-13 18:44:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
88622577,2021/07/21 1:45 AM PDT,2021-07-21,2021-07-21 08:45:00 +0000,Setophaga coronata auduboni,Audubon's Warbler,Aves
88622586,2021/07/21 2:13 AM PDT,2021-07-21,2021-07-21 09:13:00 +0000,Passerculus sandwichensis,Savannah Sparrow,Aves
88622587,2021/07/21 2:13 AM PDT,2021-07-21,2021-07-21 09:13:00 +0000,Falco sparverius,American Kestrel,Aves
88622591,2021/07/21 2:25 AM PDT,2021-07-21,2021-07-21 09:25:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
88622606,2021/07/21 2:46 AM PDT,2021-07-21,2021-07-21 09:46:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
88622607,2021/07/21 2:44 AM PDT,2021-07-21,2021-07-21 09:44:00 +0000,Corvus corax,Common Raven,Aves
88622618,2021/07/21 3:07 AM PDT,2021-07-21,2021-07-21 10:07:00 +0000,Falco sparverius,American Kestrel,Aves
88657479,Sat Jul 24 2021 20:00:00 GMT-0700 (PDT),2021-07-24,2021-07-25 03:00:00 +0000,Pelecanus occidentalis,Brown Pelican,Aves
88676046,Thu Jul 22 2021 12:53:52 GMT-0400 (EDT),2021-07-22,2021-07-22 16:53:52 +0000,Cyanocitta stelleri,Steller's Jay,Aves
88676188,Thu Jul 22 2021 10:30:59 GMT-0400 (EDT),2021-07-22,2021-07-22 14:30:59 +0000,Perisoreus canadensis,Canada Jay,Aves
88716802,2021/07/21 5:28 AM PDT,2021-07-21,2021-07-21 12:28:00 +0000,Corvus corax,Common Raven,Aves
88748210,2021-07-25 18:31:13,2021-07-25,2021-07-26 01:31:13 +0000,Histrionicus histrionicus,Harlequin Duck,Aves
88769076,Mon Jul 26 2021 18:14:30 GMT-0700 (PDT),2021-07-26,2021-07-27 01:14:30 +0000,Zonotrichia leucophrys,White-crowned Sparrow,Aves
88773588,2021/07/02 7:09 PM UTC,2021-07-02,2021-07-02 19:09:00 +0000,Perisoreus canadensis,Canada Jay,Aves
88774580,2021/07/04 6:13 PM UTC,2021-07-04,2021-07-04 18:13:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
88775084,2021/07/04 7:40 PM UTC,2021-07-04,2021-07-04 19:40:00 +0000,Loxia curvirostra,Red Crossbill,Aves
88776577,2021/07/05 10:32 AM UTC,2021-07-05,2021-07-05 10:32:00 +0000,Perisoreus canadensis,Canada Jay,Aves
88777063,Sat Jul 24 2021 11:43:48 GMT-0700 (PDT),2021-07-24,2021-07-24 18:43:48 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
88778763,2021/07/06 8:35 AM UTC,2021-07-06,2021-07-06 08:35:00 +0000,Corvus brachyrhynchos,American Crow,Aves
88781932,2021/07/08 9:46 AM UTC,2021-07-08,2021-07-08 09:46:00 +0000,Cinclus mexicanus,American Dipper,Aves
88842352,2021/07/23 1:36 AM PDT,2021-07-23,2021-07-23 08:36:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
