id,observed_on_string,observed_on,scientific_name,common_name,observed_in
38528600,Mon Feb 10 2020 11:54:35 GMT-0800 (PST),2020-02-10,Phainopepla nitens,Phainopepla,Joshua Tree National Park
38528619,Mon Feb 10 2020 11:52:00 GMT-0800 (PST),2020-02-10,Phainopepla nitens,Phainopepla,Joshua Tree National Park
38689375,Sat Feb 15 2020 13:33:12 GMT-0800 (PST),2020-02-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
38690329,2020/02/15 8:36 AM PST,2020-02-15,Calypte anna,Anna's Hummingbird,Joshua Tree National Park
38690331,2020/02/15 7:57 AM PST,2020-02-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
38690336,2020/02/15 7:38 AM PST,2020-02-15,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
38727083,Sun Feb 16 2020 08:56:49 GMT-0800 (PST),2020-02-16,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
38800219,2020/02/14 7:38 AM PST,2020-02-14,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
38800222,2020/02/14 7:43 AM PST,2020-02-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
38800223,2020/02/14 7:53 AM PST,2020-02-14,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
38800224,2020/02/14 7:59 AM PST,2020-02-14,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
38800225,2020/02/14 8:06 AM PST,2020-02-14,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
38800229,2020/02/14 8:07 AM PST,2020-02-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
38800230,2020/02/14 8:21 AM PST,2020-02-14,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
38800233,2020/02/14 8:34 AM PST,2020-02-14,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
38800235,2020/02/14 8:40 AM PST,2020-02-14,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
38800240,2020/02/14 8:52 AM PST,2020-02-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
38800242,2020/02/14 8:56 AM PST,2020-02-14,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
38800246,2020/02/14 9:04 AM PST,2020-02-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
38800247,2020/02/14 9:09 AM PST,2020-02-14,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
38800251,2020/02/14 9:18 AM PST,2020-02-14,Falco sparverius,American Kestrel,Joshua Tree National Park
38800252,2020/02/14 9:33 AM PST,2020-02-14,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
38800253,2020/02/14 9:35 AM PST,2020-02-14,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
38800254,2020/02/14 9:38 AM PST,2020-02-14,Falco sparverius,American Kestrel,Joshua Tree National Park
38800257,2020/02/14 9:45 AM PST,2020-02-14,Falco sparverius,American Kestrel,Joshua Tree National Park
38800258,2020/02/14 9:47 AM PST,2020-02-14,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
38800262,2020/02/14 9:56 AM PST,2020-02-14,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
38800265,2020/02/14 9:57 AM PST,2020-02-14,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
38800273,2020/02/14 10:27 AM PST,2020-02-14,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
38800274,2020/02/14 10:32 AM PST,2020-02-14,Corvus corax,Common Raven,Joshua Tree National Park
38819185,2020/02/12 3:31 PM CST,2020-02-12,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
38864973,2019-11-19T11:31:39-06:00,2019-11-19,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
39033377,Fri Feb 21 2020 09:39:41 GMT-0800 (PST),2020-02-21,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39045497,2020/02/13 8:38 AM CST,2020-02-13,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
39045498,2020/02/14 8:38 AM CST,2020-02-14,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
39128804,2020/02/23 12:57 PM AST,2020-02-23,Passer domesticus,House Sparrow,Joshua Tree National Park
39129277,2013/02/17 2:08 PM PST,2013-02-17,Phainopepla nitens,Phainopepla,Joshua Tree National Park
39129625,2020/02/23 1:15 PM AST,2020-02-23,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
39130269,2014/02/16 11:47 AM PST,2014-02-16,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39130308,2020/02/23 3:44 PM AST,2020-02-23,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
39130309,2020/02/23 4:03 PM AST,2020-02-23,Junco hyemalis,Dark-eyed Junco,Joshua Tree National Park
39130312,2020/02/23 4:16 PM AST,2020-02-23,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
39130317,2020/02/23 4:37 PM AST,2020-02-23,Junco hyemalis,Dark-eyed Junco,Joshua Tree National Park
39130466,2020/02/23 5:39 PM AST,2020-02-23,Auriparus flaviceps,Verdin,Joshua Tree National Park
39130566,2020/02/23 5:57 PM AST,2020-02-23,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
39130796,2014/02/16 4:10 PM PST,2014-02-16,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39130834,2020/02/23 9:03 PM AST,2020-02-23,Auriparus flaviceps,Verdin,Joshua Tree National Park
39130925,2020/02/23 9:08 PM AST,2020-02-23,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39131059,2020/02/23 9:17 PM AST,2020-02-23,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39131155,2020/02/23 9:24 PM AST,2020-02-23,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
39193553,2020-02-23 8:04:59 AM PST,2020-02-23,Phainopepla nitens,Phainopepla,Joshua Tree National Park
39193639,2020-02-23 9:48:43 AM PST,2020-02-23,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
39193662,2020-02-23 10:18:40 AM PST,2020-02-23,Phainopepla nitens,Phainopepla,Joshua Tree National Park
39193877,2020/02/24 1:48 PM AST,2020-02-24,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
39194279,2020/02/24 6:30 PM AST,2020-02-24,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39233456,2020/02/25 2:43 PM CST,2020-02-25,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
39365279,2020-02-29 9:14:16 AM PST,2020-02-29,Phainopepla nitens,Phainopepla,Joshua Tree National Park
39493565,Wed Feb 26 2020 15:00:00 GMT+0000 (GMT),2020-02-26,Phainopepla nitens,Phainopepla,Joshua Tree National Park
39503485,Tue Feb 25 2020 23:59:20 GMT+0000 (GMT),2020-02-25,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
39503505,Tue Feb 25 2020 00:38:48 GMT+0000 (GMT),2020-02-25,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
39596878,2008/04/15 12:01 AM PDT,2008-04-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39596880,2008/04/15 12:01 AM PDT,2008-04-15,Phainopepla nitens,Phainopepla,Joshua Tree National Park
39596882,2008/04/15 12:01 AM PDT,2008-04-15,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
39596883,2008/04/15 12:01 AM PDT,2008-04-15,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
39596885,2008/04/15 12:01 AM PDT,2008-04-15,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
39596886,2008/04/15 12:01 AM PDT,2008-04-15,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
39596887,2008/04/15 12:01 AM PDT,2008-04-15,Cathartes aura,Turkey Vulture,Joshua Tree National Park
39596889,2008/04/15 12:01 AM PDT,2008-04-15,Setophaga coronata,Yellow-rumped Warbler,Joshua Tree National Park
39599000,2008/04/15 12:00 AM PDT,2008-04-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39599001,2008/04/15 12:00 AM PDT,2008-04-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39599004,2008/04/15 12:00 AM PDT,2008-04-15,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
39599006,2008/04/15 12:00 AM PDT,2008-04-15,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
39665765,2020/01/02 9:48 AM PST,2020-01-02,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
39679368,2020/01/31 9:39 AM PST,2020-01-31,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
39688477,2020-03-07 11:17:00 AM PST,2020-03-07,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39691018,2020/01/03 9:11 AM PST,2020-01-03,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
39691063,2020/01/03 11:55 AM PST,2020-01-03,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
39691126,2020/01/03 9:30 AM PST,2020-01-03,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
39711107,2020-03-07 3:12:33 PM PST,2020-03-07,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39739857,Sat Mar 07 2020 08:20:15 GMT-0800 (PST),2020-03-07,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
39740280,Sat Mar 07 2020 16:09:55 GMT-0800 (PST),2020-03-07,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
39740417,Sat Mar 07 2020 09:50:19 GMT-0800 (PST),2020-03-07,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
39779547,2020/02/14 9:55 AM PST,2020-02-14,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
39779709,2020/02/14 4:24 PM PST,2020-02-14,Polioptila caerulea,Blue-gray Gnatcatcher,Joshua Tree National Park
39781346,Mon Mar 09 2020 13:46:10 GMT-0700 (PDT),2020-03-09,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
39827129,Sat Mar 07 2020 07:00:27 GMT-0800 (PST),2020-03-07,Corvus corax,Common Raven,Joshua Tree National Park
40001717,2020/02/11 12:36 PM PST,2020-02-11,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
40044650,Sun Mar 15 2020 10:34:29 GMT-0700 (PDT),2020-03-15,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
40044692,Sun Mar 15 2020 09:38:42 GMT-0700 (PDT),2020-03-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
40044899,Sun Mar 15 2020 09:19:02 GMT-0700 (PDT),2020-03-15,Cathartes aura,Turkey Vulture,Joshua Tree National Park
40088626,Sat Mar 14 2020 10:25:06 GMT-0700 (PDT),2020-03-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
40088645,Sat Mar 14 2020 11:30:16 GMT-0700 (PDT),2020-03-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
40088671,Sat Mar 14 2020 12:08:32 GMT-0700 (PDT),2020-03-14,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
40114598,2020-03-16 9:01:14 AM PDT,2020-03-16,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
40114849,2020-03-16 11:26:15 AM PDT,2020-03-16,Calypte anna,Anna's Hummingbird,Joshua Tree National Park
40114923,2020-03-16 11:24:50 AM PDT,2020-03-16,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
40114932,2020-03-16 12:09:11 PM PDT,2020-03-16,Phainopepla nitens,Phainopepla,Joshua Tree National Park
40115018,2020-03-16 1:46:38 PM PDT,2020-03-16,Anas platyrhynchos,Mallard,Joshua Tree National Park
40115282,2020-03-16 1:47:55 PM PDT,2020-03-16,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
40115367,2020-03-16 2:32:02 PM PDT,2020-03-16,Sayornis saya,Say's Phoebe,Joshua Tree National Park
40115482,2020-03-16 2:32:02 PM PDT,2020-03-16,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
40115745,2020-03-15 3:46:14 PM PDT,2020-03-15,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
40115898,2020-03-15 3:11:30 PM PDT,2020-03-15,Myiarchus cinerascens,Ash-throated Flycatcher,Joshua Tree National Park
40116040,2020-03-15 10:46:13 AM PDT,2020-03-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
40166365,2020-03-15 12:25:15 PM PDT,2020-03-15,Phainopepla nitens,Phainopepla,Joshua Tree National Park
40168352,2020/02/15 11:55 AM PST,2020-02-15,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
40168527,2020/02/16 11:13 AM PST,2020-02-16,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
40168560,2020/02/16 11:35 AM PST,2020-02-16,Calypte anna,Anna's Hummingbird,Joshua Tree National Park
40236217,2018/01/03 12:10 PM UTC,2018-01-03,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
40318242,2020-03-17 4:59:44 PM PDT,2020-03-17,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
40394852,2020/03/20 12:09 PM UTC,2020-03-20,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
40419690,Sat Mar 21 2020 10:51:44 GMT-0700 (PDT),2020-03-21,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
40426473,2020/02/16 10:13 AM PST,2020-02-16,Pipilo maculatus,Spotted Towhee,Joshua Tree National Park
40572537,2020/03/20 4:21 PM PDT,2020-03-20,Phainopepla nitens,Phainopepla,Joshua Tree National Park
40572540,2020/03/20 2:10 PM PDT,2020-03-20,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
40901888,2020/03/20 11:45 AM PDT,2020-03-20,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
40904028,2020/03/20 10:59 AM PDT,2020-03-20,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
40909030,2020/03/17 6:46 PM PDT,2020-03-17,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
40909031,2020/03/17 3:30 PM PDT,2020-03-17,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
40909033,2020/03/17 3:28 PM PDT,2020-03-17,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
40909045,2020/03/17 3:14 PM PDT,2020-03-17,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
41051050,Fri Mar 30 2018 10:54:37 GMT-0700 (PDT),2018-03-30,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
41212348,2020/01/02 1:40 PM PST,2020-01-02,Streptopelia decaocto,Eurasian Collared-Dove,Joshua Tree National Park
41264314,2020/03/08 9:27 AM PDT,2020-03-08,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
41635022,2019/12/09 10:41 AM PST,2019-12-09,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
41635041,2019/12/09 11:49 AM PST,2019-12-09,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
41663718,2017/09/17 5:59 PM PDT,2017-09-17,Pelecanus erythrorhynchos,American White Pelican,Joshua Tree National Park
41667383,2017/09/18 7:52 AM PDT,2017-09-18,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
41667384,2017/09/18 8:08 AM PDT,2017-09-18,Setophaga nigrescens,Black-throated Gray Warbler,Joshua Tree National Park
41667386,2017/09/18 10:34 AM PDT,2017-09-18,Spizella breweri,Brewer's Sparrow,Joshua Tree National Park
41667387,2017/09/18 7:06 AM PDT,2017-09-18,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
41667388,2017/09/18 9:41 AM PDT,2017-09-18,Empidonax hammondii,Hammond's Flycatcher,Joshua Tree National Park
41667390,2017/09/18 8:44 AM PDT,2017-09-18,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
41667391,2017/09/18 7:49 AM PDT,2017-09-18,Poecile gambeli,Mountain Chickadee,Joshua Tree National Park
41667394,2017/09/18 7:57 AM PDT,2017-09-18,Leiothlypis ruficapilla,Nashville Warbler,Joshua Tree National Park
41667395,2017/09/18 7:51 AM PDT,2017-09-18,Baeolophus inornatus,Oak Titmouse,Joshua Tree National Park
41667398,2017/09/18 8:59 AM PDT,2017-09-18,Leiothlypis celata,Orange-crowned Warbler,Joshua Tree National Park
41667399,2017/09/18 7:34 AM PDT,2017-09-18,Phainopepla nitens,Phainopepla,Joshua Tree National Park
41667400,2017/09/18 12:56 PM PDT,2017-09-18,Gymnorhinus cyanocephalus,Pinyon Jay,Joshua Tree National Park
41667402,2017/09/18 12:48 PM PDT,2017-09-18,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
41667403,2017/09/18 10:45 AM PDT,2017-09-18,Pooecetes gramineus,Vesper Sparrow,Joshua Tree National Park
41667404,2017/09/18 9:40 AM PDT,2017-09-18,Piranga ludoviciana,Western Tanager,Joshua Tree National Park
41667405,2017/09/18 9:16 AM PDT,2017-09-18,Contopus sordidulus,Western Wood-Pewee,Joshua Tree National Park
42068668,2020-04-12 5:41:02 PM PDT,2020-04-12,Piranga ludoviciana,Western Tanager,Joshua Tree National Park
42916475,2020/02/14 2:46 PM PST,2020-02-14,Corvus corax,Common Raven,Joshua Tree National Park
42916731,2019/05/15 4:34 PM PDT,2019-05-15,Myiarchus cinerascens,Ash-throated Flycatcher,Joshua Tree National Park
42925776,2019/05/15 4:37 PM PDT,2019-05-15,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
42982167,Wed Sep 26 2018 21:15:13 GMT-0500 (CDT),2018-09-26,Empidonax hammondii,Hammond's Flycatcher,Joshua Tree National Park
43765027,2020/04/22 7:00 AM UTC,2020-04-22,Myiarchus cinerascens,Ash-throated Flycatcher,Joshua Tree National Park
44417721,Fri Feb 14 2020 13:47:25 GMT-0500 (EST),2020-02-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
44766608,2017/05/05 10:24 AM PDT,2017-05-05,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
44849517,2019/05/06 1:19 PM PDT,2019-05-06,Spinus lawrencei,Lawrence's Goldfinch,Joshua Tree National Park
44849518,2019/05/06 2:27 PM PDT,2019-05-06,Phainopepla nitens,Phainopepla,Joshua Tree National Park
45981339,2019-09-14 6:00:08 PM EDT,2019-09-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
46158713,2020/04/28 8:25 AM PDT,2020-04-28,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
46162129,2020/04/28 9:28 AM PDT,2020-04-28,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
46167022,2020/04/28 11:40 AM PDT,2020-04-28,Anas platyrhynchos,Mallard,Joshua Tree National Park
46179706,2020/04/28 11:50 AM PDT,2020-04-28,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
46458814,2020/04/29 10:52 AM PDT,2020-04-29,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
46459541,2020/04/29 1:21 PM PDT,2020-04-29,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
46512230,Mon May 18 2020 14:16:21 GMT-0700 (PDT),2020-05-18,Alectoris chukar,Chukar,Joshua Tree National Park
46512417,Mon May 18 2020 15:10:05 GMT-0700 (PDT),2020-05-18,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
46552828,2020/05/06 8:48 AM PDT,2020-05-06,Gymnorhinus cyanocephalus,Pinyon Jay,Joshua Tree National Park
46636834,Tue May 19 2020 14:01:17 GMT-0700 (PDT),2020-05-19,Corvus corax,Common Raven,Joshua Tree National Park
46654763,2019/05/21 8:28 AM UTC,2019-05-21,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
46693885,2020/05/20 5:31 PM PDT,2020-05-20,Streptopelia decaocto,Eurasian Collared-Dove,Joshua Tree National Park
46782462,2020/01/05 7:48 AM AEDT,2020-01-05,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
46784141,2020/01/05 6:08 AM AEDT,2020-01-05,Anas platyrhynchos,Mallard,Joshua Tree National Park
46879497,Fri May 22 2020 06:33:27 GMT-0700 (PDT),2020-05-22,Corvus corax,Common Raven,Joshua Tree National Park
46890001,Fri May 22 2020 06:31:45 GMT-0700 (PDT),2020-05-22,Cathartes aura,Turkey Vulture,Joshua Tree National Park
46968903,2020/05/21 4:51 PM PDT,2020-05-21,Cathartes aura,Turkey Vulture,Joshua Tree National Park
46971015,2020-05-22 6:47:42 PM PDT,2020-05-22,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
46976136,2020/05/21 5:25 PM PDT,2020-05-21,Cathartes aura,Turkey Vulture,Joshua Tree National Park
47664786,2020/05/06 9:28 AM PDT,2020-05-06,Baeolophus inornatus,Oak Titmouse,Joshua Tree National Park
47670682,2020/05/06 11:03 AM PDT,2020-05-06,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
47671492,2020/05/06 11:10 AM PDT,2020-05-06,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
48090131,2020/05/30 10:35 AM PDT,2020-05-30,Cathartes aura,Turkey Vulture,Joshua Tree National Park
48173438,2020/05/22 10:41 AM PDT,2020-05-22,Sayornis saya,Say's Phoebe,Joshua Tree National Park
48398089,Wed Jun 03 2020 08:11:26 GMT-0700 (PDT),2020-06-03,Corvus corax,Common Raven,Joshua Tree National Park
48413081,2020/05/30 11:38 AM PDT,2020-05-30,Corvus corax,Common Raven,Joshua Tree National Park
48435152,2020/05/30 11:51 AM PDT,2020-05-30,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
48501634,2020/05/12 8:31 AM PDT,2020-05-12,Auriparus flaviceps,Verdin,Joshua Tree National Park
48501929,2020/05/12 8:56 AM PDT,2020-05-12,Anas platyrhynchos,Mallard,Joshua Tree National Park
48502012,2020/05/12 8:54 AM PDT,2020-05-12,Bucephala albeola,Bufflehead,Joshua Tree National Park
48502417,2020/05/12 9:13 AM PDT,2020-05-12,Actitis macularius,Spotted Sandpiper,Joshua Tree National Park
48622310,2020/06/05 4:17 PM PDT,2020-06-05,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
48918063,2020/05/24 1:27 PM PDT,2020-05-24,Phainopepla nitens,Phainopepla,Joshua Tree National Park
48941959,2020/05/14 9:18 AM PDT,2020-05-14,Myiarchus cinerascens,Ash-throated Flycatcher,Joshua Tree National Park
48942204,2020/05/14 9:30 AM PDT,2020-05-14,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
48965315,Fri Jun 05 2020 21:01:35 GMT-0700 (PDT),2020-06-05,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
48981544,Sat Feb 08 2020 15:34:14 GMT-0600 (CST),2020-02-08,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
48983497,Sat Feb 08 2020 14:14:40 GMT-0600 (CST),2020-02-08,Phainopepla nitens,Phainopepla,Joshua Tree National Park
48989548,2016/01/19 1:19 PM MST,2016-01-19,Corvus corax,Common Raven,Joshua Tree National Park
48989554,2016/01/19 1:56 PM MST,2016-01-19,Corvus corax,Common Raven,Joshua Tree National Park
49097465,2018-03-19 16:36:55,2018-03-19,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
49195230,Wed Jun 10 2020 11:27:19 GMT-0700 (PDT),2020-06-10,Phainopepla nitens,Phainopepla,Joshua Tree National Park
49258584,2020-06-07 4:29:40 PM PDT,2020-06-07,Anas platyrhynchos,Mallard,Joshua Tree National Park
49363450,Fri Jun 12 2020 11:56:20 GMT-0700 (PDT),2020-06-12,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
49372972,Fri Jun 12 2020 06:37:52 GMT-0700 (PDT),2020-06-12,Corvus corax,Common Raven,Joshua Tree National Park
49576771,2018/04/02 7:20 AM PDT,2018-04-02,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
49576773,2018/04/02 7:41 AM PDT,2018-04-02,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
49576829,2018/04/02 7:43 AM PDT,2018-04-02,Icterus bullockii,Bullock's Oriole,Joshua Tree National Park
49676886,Sun Jun 14 2020 18:33:54 GMT-0700 (PDT),2020-06-14,Spinus psaltria,Lesser Goldfinch,Joshua Tree National Park
50097293,Thu Jun 18 2020 07:32:00 GMT-0700 (PDT),2020-06-18,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
50098093,Thu Jun 18 2020 08:14:27 GMT-0700 (PDT),2020-06-18,Corvus corax,Common Raven,Joshua Tree National Park
50639812,2020/05/20 8:51 AM PDT,2020-05-20,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
50826423,Thu Jun 18 2020 09:56:25 GMT-0700 (PDT),2020-06-18,Spinus psaltria,Lesser Goldfinch,Joshua Tree National Park
50826814,Wed Jun 10 2020 09:50:56 GMT-0700 (PDT),2020-06-10,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
50893130,Sun Jun 14 2020 11:07:35 GMT-0700 (PDT),2020-06-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
51021887,2020/06/26 10:28 AM PDT,2020-06-26,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
51670767,Fri Dec 09 2016 09:07:16 GMT-0800 (PST),2016-12-09,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
52094936,2020/05/20 3:38 PM PDT,2020-05-20,Cathartes aura,Turkey Vulture,Joshua Tree National Park
52517972,2016-07-29 13:35:46,2016-07-29,Myiarchus cinerascens,Ash-throated Flycatcher,Joshua Tree National Park
52834980,2014/06/01 5:16 PM UTC,2014-06-01,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
52834983,2014/06/01 5:17 PM UTC,2014-06-01,Aeronautes saxatalis,White-throated Swift,Joshua Tree National Park
52835000,2014/06/01 6:18 PM UTC,2014-06-01,Tachycineta thalassina,Violet-green Swallow,Joshua Tree National Park
52835005,2014/06/01 6:33 PM UTC,2014-06-01,Anas platyrhynchos,Mallard,Joshua Tree National Park
52835026,2014/06/01 6:52 PM UTC,2014-06-01,Corvus corax,Common Raven,Joshua Tree National Park
52835035,2014/06/01 7:37 PM UTC,2014-06-01,Zenaida macroura,Mourning Dove,Joshua Tree National Park
52835037,2014/06/01 7:44 PM UTC,2014-06-01,Falco sparverius,American Kestrel,Joshua Tree National Park
52848790,2014/06/02 12:54 PM UTC,2014-06-02,Gymnorhinus cyanocephalus,Pinyon Jay,Joshua Tree National Park
52848793,2014/06/02 1:17 PM UTC,2014-06-02,Piranga ludoviciana,Western Tanager,Joshua Tree National Park
52848805,2014/06/02 1:17 PM UTC,2014-06-02,Baeolophus inornatus,Oak Titmouse,Joshua Tree National Park
52848809,2014/06/02 1:20 PM UTC,2014-06-02,Gymnorhinus cyanocephalus,Pinyon Jay,Joshua Tree National Park
52848810,2014/06/02 1:47 PM UTC,2014-06-02,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
52848819,2014/06/02 1:51 PM UTC,2014-06-02,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
52848827,2014/06/02 1:58 PM UTC,2014-06-02,Sayornis saya,Say's Phoebe,Joshua Tree National Park
52848829,2014/06/02 2:09 PM UTC,2014-06-02,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
