id,observed_on_string,observed_on,user_login,scientific_name,common_name
49780589,2020-06-11 10:26:01 AM PDT,2020-06-11,jimvanmatre,Cyanocitta stelleri,Steller's Jay
49793492,2015/03/04 11:22 AM PST,2015-03-04,green_rhythm,Melanerpes formicivorus,Acorn Woodpecker
49793499,2015/03/05 12:49 PM PST,2015-03-05,green_rhythm,Troglodytes pacificus,Pacific Wren
49842799,Mon Jun 15 2020 20:03:07 GMT-0700 (PDT),2020-06-15,rgorcik,Haemorhous cassinii,Cassin's Finch
49844458,Mon Jun 15 2020 20:03:57 GMT-0700 (PDT),2020-06-15,rgorcik,Zonotrichia leucophrys oriantha,Mountain White-crowned Sparrow
49845393,Mon Jun 15 2020 17:37:02 GMT-0700 (PDT),2020-06-15,rgorcik,Spizella passerina,Chipping Sparrow
49845519,Mon Jun 15 2020 17:36:29 GMT-0700 (PDT),2020-06-15,rgorcik,Sitta canadensis,Red-breasted Nuthatch
49849153,Mon Jun 15 2020 15:38:09 GMT-0700 (PDT),2020-06-15,rgorcik,Cyanocitta stelleri frontalis,Blue-fronted Steller's Jay
49850886,2020/06/15 8:57 AM PDT,2020-06-15,bethpratt1,Poecile gambeli,Mountain Chickadee
49850887,2020/06/15 8:53 AM PDT,2020-06-15,bethpratt1,Haemorhous cassinii,Cassin's Finch
49850889,2020/06/15 9:00 AM PDT,2020-06-15,bethpratt1,Turdus migratorius,American Robin
49850897,2020/06/15 9:05 AM PDT,2020-06-15,bethpratt1,Poecile gambeli,Mountain Chickadee
49850910,2020/06/15 10:26 AM PDT,2020-06-15,bethpratt1,Oreoscoptes montanus,Sage Thrasher
49850918,2020/06/15 10:48 AM PDT,2020-06-15,bethpratt1,Zonotrichia leucophrys,White-crowned Sparrow
49850919,2020/06/15 10:29 AM PDT,2020-06-15,bethpratt1,Salpinctes obsoletus,Rock Wren
49911115,Mon Jun 15 2020 16:44:06 GMT-0700 (PDT),2020-06-15,rgorcik,Euphagus cyanocephalus,Brewer's Blackbird
49970590,2020-06-17 11:44:51 AM PDT,2020-06-17,missy_roo22,Turdus migratorius,American Robin
49978961,2020-06-17T13:14:43-07:00,2020-06-17,miked113,Poecile gambeli,Mountain Chickadee
49981160,2020-06-17T13:40:43-07:00,2020-06-17,miked113,Cyanocitta stelleri,Steller's Jay
50016529,2020/06/17 5:16 PM PDT,2020-06-17,pholroyd,Junco hyemalis,Dark-eyed Junco
50016531,2020/06/17 5:19 PM PDT,2020-06-17,pholroyd,Corvus corax,Common Raven
50017713,2020/06/17 2:28 PM PDT,2020-06-17,pholroyd,Euphagus cyanocephalus,Brewer's Blackbird
50017715,2020/06/17 3:21 PM PDT,2020-06-17,pholroyd,Agelaius phoeniceus,Red-winged Blackbird
50017716,2020/06/17 3:24 PM PDT,2020-06-17,pholroyd,Corvus corax,Common Raven
50017719,2020/06/17 3:41 PM PDT,2020-06-17,pholroyd,Cyanocitta stelleri,Steller's Jay
50062159,Thu Jun 18 2020 09:23:09 GMT-0700 (PDT),2020-06-18,joye,Turdus migratorius,American Robin
50115126,Wed Jun 17 2020 13:58:27 GMT-0700 (PDT),2020-06-17,rangerwild,Sitta canadensis,Red-breasted Nuthatch
50125526,Wed Jun 17 2020 13:42:53 GMT-0700 (PDT),2020-06-17,rangerwild,Haemorhous cassinii,Cassin's Finch
50161506,Thu Jun 18 2020 17:24:01 GMT-0700 (PDT),2020-06-18,joye,Cyanocitta stelleri frontalis,Blue-fronted Steller's Jay
50182719,Tue Jun 09 2020 11:10:41 GMT-0700 (PDT),2020-06-09,aleescott,Bubo virginianus,Great Horned Owl
50184496,Tue Jun 09 2020 11:12:08 GMT-0700 (PDT),2020-06-09,aleescott,Buteo lineatus,Red-shouldered Hawk
50185916,Wed Jun 10 2020 08:16:39 GMT-0700 (PDT),2020-06-10,aleescott,Dryobates albolarvatus,White-headed Woodpecker
50186741,Wed Jun 10 2020 10:46:17 GMT-0700 (PDT),2020-06-10,aleescott,Glaucidium gnoma,Northern Pygmy-Owl
50188229,Thu Jun 11 2020 10:49:38 GMT-0700 (PDT),2020-06-11,aleescott,Vireo cassinii,Cassin's Vireo
50190044,Thu Jun 11 2020 12:17:08 GMT-0700 (PDT),2020-06-11,aleescott,Glaucidium gnoma,Northern Pygmy-Owl
50192373,Fri Jun 12 2020 10:40:59 GMT-0700 (PDT),2020-06-12,aleescott,Glaucidium gnoma,Northern Pygmy-Owl
50199706,2020-06-19 1:00:11 PM PDT,2020-06-19,missy_roo22,Agelaius phoeniceus,Red-winged Blackbird
50214424,Fri Jun 19 2020 17:57:54 GMT-0700 (PDT),2020-06-19,joye,Euphagus cyanocephalus,Brewer's Blackbird
50231670,Wed Jun 17 2020 10:59:34 GMT-0700 (PDT),2020-06-17,rangerwild,Sialia currucoides,Mountain Bluebird
50233134,Wed Jun 17 2020 09:10:42 GMT-0700 (PDT),2020-06-17,rangerwild,Zonotrichia leucophrys,White-crowned Sparrow
50285207,Sat Jun 20 2020 09:10:06 GMT-0700 (PDT),2020-06-20,joye,Meleagris gallopavo,Wild Turkey
50295087,Sun Jun 14 2020 10:08:26 GMT-0700 (PDT),2020-06-14,aleescott,Calypte anna,Anna's Hummingbird
50295729,2020/06/19 5:01 PM PDT,2020-06-19,dtpeacock,Dendragapus fuliginosus,Sooty Grouse
50298213,2020/06/19 1:15 PM PDT,2020-06-19,dtpeacock,Buteo jamaicensis,Red-tailed Hawk
50298996,2020/06/19 3:19 PM PDT,2020-06-19,dtpeacock,Piranga ludoviciana,Western Tanager
50299603,2020/06/19 4:46 PM PDT,2020-06-19,dtpeacock,Cyanocitta stelleri,Steller's Jay
50301650,2020/06/19 4:47 PM PDT,2020-06-19,dtpeacock,Poecile gambeli,Mountain Chickadee
50303385,2020/06/19 4:27 PM PDT,2020-06-19,dtpeacock,Passerella iliaca,Fox Sparrow
50339518,Fri Jun 19 2020 11:33:47 GMT-0700 (PDT),2020-06-19,martinthomas3,Cyanocitta stelleri,Steller's Jay
50340954,2020/06/17 1:03 PM PDT,2020-06-17,pholroyd,Dryobates villosus,Hairy Woodpecker
50340955,2020/06/17 1:01 PM PDT,2020-06-17,pholroyd,Melanerpes formicivorus,Acorn Woodpecker
50343850,2020/06/17 2:18 PM PDT,2020-06-17,pholroyd,Dryobates albolarvatus,White-headed Woodpecker
50343851,2020/06/17 2:14 PM PDT,2020-06-17,pholroyd,Sayornis nigricans,Black Phoebe
50343853,2020/06/17 2:10 PM PDT,2020-06-17,pholroyd,Anas platyrhynchos,Mallard
50346285,2020/06/17 4:09 PM PDT,2020-06-17,pholroyd,Corvus corax,Common Raven
50346291,2020/06/17 3:45 PM PDT,2020-06-17,pholroyd,Turdus migratorius,American Robin
50346295,2020/06/17 3:41 PM PDT,2020-06-17,pholroyd,Junco hyemalis,Dark-eyed Junco
50346296,2020/06/17 3:41 PM PDT,2020-06-17,pholroyd,Cyanocitta stelleri,Steller's Jay
50353898,2020/06/18 6:52 AM PDT,2020-06-18,pholroyd,Sitta canadensis,Red-breasted Nuthatch
50355913,Sat Jun 20 2020 11:34:21 GMT-0700 (PDT),2020-06-20,yosemitelade,Cyanocitta stelleri,Steller's Jay
50356070,2020/06/18 6:55 AM PDT,2020-06-18,pholroyd,Spizella passerina,Chipping Sparrow
50356071,2020/06/18 6:55 AM PDT,2020-06-18,pholroyd,Passerina amoena,Lazuli Bunting
50359148,2020/06/18 7:28 AM PDT,2020-06-18,pholroyd,Haemorhous cassinii,Cassin's Finch
50359149,2020/06/18 7:25 AM PDT,2020-06-18,pholroyd,Sitta canadensis,Red-breasted Nuthatch
50359150,2020/06/18 7:24 AM PDT,2020-06-18,pholroyd,Junco hyemalis,Dark-eyed Junco
50359156,2020/06/18 7:23 AM PDT,2020-06-18,pholroyd,Myadestes townsendi,Townsend's Solitaire
50359158,2020/06/18 7:15 AM PDT,2020-06-18,pholroyd,Turdus migratorius,American Robin
50359163,2020/06/18 7:10 AM PDT,2020-06-18,pholroyd,Spizella passerina,Chipping Sparrow
50365945,2020/06/18 8:58 AM PDT,2020-06-18,pholroyd,Haemorhous cassinii,Cassin's Finch
50368578,Tue Jun 16 2020 13:12:22 GMT-0700 (PDT),2020-06-16,rangerwild,Haemorhous cassinii,Cassin's Finch
50368789,Tue Jun 16 2020 14:19:48 GMT-0700 (PDT),2020-06-16,rangerwild,Aquila chrysaetos,Golden Eagle
50374245,2020/06/18 12:10 PM PDT,2020-06-18,pholroyd,Anas platyrhynchos,Mallard
50374249,2020/06/18 11:51 AM PDT,2020-06-18,pholroyd,Turdus migratorius,American Robin
50406265,Sun Jun 14 2020 10:09:54 GMT-0700 (PDT),2020-06-14,aleescott,Glaucidium gnoma,Northern Pygmy-Owl
50426295,2020-06-19 2:05:18 PM PDT,2020-06-19,redowa,Pheucticus melanocephalus,Black-headed Grosbeak
50454735,Sun Jun 14 2020 10:58:11 GMT-0700 (PDT),2020-06-14,aleescott,Dryobates villosus,Hairy Woodpecker
50488113,2020/06/18 3:12 PM PDT,2020-06-18,pholroyd,Spizella passerina,Chipping Sparrow
50488117,2020/06/18 3:08 PM PDT,2020-06-18,pholroyd,Haemorhous cassinii,Cassin's Finch
50488124,2020/06/18 2:51 PM PDT,2020-06-18,pholroyd,Empidonax oberholseri,Dusky Flycatcher
50488130,2020/06/18 2:11 PM PDT,2020-06-18,pholroyd,Poecile gambeli,Mountain Chickadee
50488132,2020/06/18 1:48 PM PDT,2020-06-18,pholroyd,Vireo gilvus,Warbling Vireo
50489594,Sat Jun 20 2020 12:25:06 GMT-0700 (PDT),2020-06-20,ajkehl,Anas platyrhynchos,Mallard
50493726,2020-06-21T15:11:42-07:00,2020-06-21,supraia,Cyanocitta stelleri,Steller's Jay
50493844,2020-06-21T15:13:07-07:00,2020-06-21,supraia,Corvus corax,Common Raven
50499380,2020/06/18 5:59 PM PDT,2020-06-18,pholroyd,Turdus migratorius,American Robin
50509656,Sun Jun 21 2020 11:02:01 GMT-0700 (PDT),2020-06-21,mimlouder,Actitis macularius,Spotted Sandpiper
50509902,Sat Jun 20 2020 11:14:28 GMT-0700 (PDT),2020-06-20,mimlouder,Cyanocitta stelleri,Steller's Jay
50510092,Sat Jun 20 2020 08:21:21 GMT-0700 (PDT),2020-06-20,mimlouder,Cinclus mexicanus,American Dipper
50511754,Wed Jun 17 2020 11:11:51 GMT-0700 (PDT),2020-06-17,aleescott,Nucifraga columbiana,Clark's Nutcracker
50518484,2020/06/19 7:54 AM PDT,2020-06-19,pholroyd,Euphagus cyanocephalus,Brewer's Blackbird
50521752,2020/06/19 10:33 AM PDT,2020-06-19,pholroyd,Passerina amoena,Lazuli Bunting
50521753,2020/06/19 10:15 AM PDT,2020-06-19,pholroyd,Setophaga nigrescens,Black-throated Gray Warbler
50521754,2020/06/19 9:46 AM PDT,2020-06-19,pholroyd,Corvus corax,Common Raven
50522721,2020/06/19 11:38 AM PDT,2020-06-19,pholroyd,Pipilo chlorurus,Green-tailed Towhee
50522722,2020/06/19 11:36 AM PDT,2020-06-19,pholroyd,Passerculus sandwichensis,Savannah Sparrow
50522724,2020/06/19 11:34 AM PDT,2020-06-19,pholroyd,Setophaga coronata,Yellow-rumped Warbler
50522729,2020/06/19 11:15 AM PDT,2020-06-19,pholroyd,Corvus corax,Common Raven
50523493,2020/06/19 12:53 PM PDT,2020-06-19,pholroyd,Cyanocitta stelleri,Steller's Jay
50527732,2020/06/19 2:37 PM PDT,2020-06-19,pholroyd,Piranga ludoviciana,Western Tanager
50527733,2020/06/19 2:36 PM PDT,2020-06-19,pholroyd,Poecile gambeli,Mountain Chickadee
50527734,2020/06/19 2:22 PM PDT,2020-06-19,pholroyd,Sitta carolinensis,White-breasted Nuthatch
50527737,2020/06/19 2:14 PM PDT,2020-06-19,pholroyd,Pipilo chlorurus,Green-tailed Towhee
50527738,2020/06/19 2:09 PM PDT,2020-06-19,pholroyd,Junco hyemalis,Dark-eyed Junco
50528858,2020/06/19 3:07 PM PDT,2020-06-19,pholroyd,Turdus migratorius,American Robin
50551791,Sun Jun 21 2020 07:16:19 GMT-0700 (PDT),2020-06-21,iktwo,Sphyrapicus ruber,Red-breasted Sapsucker
50589338,2020/06/21 9:27 AM PDT,2020-06-21,dtpeacock,Junco hyemalis,Dark-eyed Junco
50620501,2020/06/12 10:38 AM UTC,2020-06-12,malinikaushik,Passerella iliaca,Fox Sparrow
50744469,Fri Jun 19 2020 10:14:08 GMT-0700 (PDT),2020-06-19,aleescott,Glaucidium gnoma,Northern Pygmy-Owl
50744915,Sat Jun 20 2020 11:22:12 GMT-0700 (PDT),2020-06-20,aleescott,Colaptes auratus cafer,Northern Red-shafted Flicker
50798526,Sat Jun 20 2020 11:40:55 GMT-0700 (PDT),2020-06-20,aleescott,Glaucidium gnoma,Northern Pygmy-Owl
50852094,2009/08/26 1:49 PM CDT,2009-08-26,henicorhina,Anas platyrhynchos,Mallard
50860715,Sat Jun 20 2020 19:30:07 GMT-0700 (PDT),2020-06-20,aleescott,Dryocopus pileatus,Pileated Woodpecker
50886484,Sat Jun 13 2020 13:37:40 GMT-0700 (PDT),2020-06-13,aleescott,Aphelocoma californica,California Scrub-Jay
50895257,Mon Jun 22 2020 11:13:02 GMT-0700 (PDT),2020-06-22,aleescott,Charadrius vociferus,Killdeer
50896257,Mon Jun 22 2020 12:13:36 GMT-0700 (PDT),2020-06-22,aleescott,Actitis macularius,Spotted Sandpiper
50897056,Mon Jun 22 2020 19:36:35 GMT-0700 (PDT),2020-06-22,aleescott,Sphyrapicus thyroideus,Williamson's Sapsucker
50912495,2015/07/03 5:05 AM EDT,2015-07-03,yayemaster,Cyanocitta stelleri,Steller's Jay
51013824,2020-06-26 11:55:00 AM PDT,2020-06-26,dtpeacock,Cyanocitta stelleri,Steller's Jay
51044318,Fri Jun 26 2020 14:38:22 GMT-0700 (PDT),2020-06-26,teacherjamie,Cyanocitta stelleri,Steller's Jay
51118105,Thu Jun 25 2020 18:07:38 GMT-0700 (PDT),2020-06-25,sarahhecocks,Dryocopus pileatus,Pileated Woodpecker
51177679,2018/07/16 1:54 AM UTC,2018-07-16,sarahhecocks,Myadestes townsendi,Townsend's Solitaire
51179188,2018/06/26 2:14 AM UTC,2018-06-26,sarahhecocks,Sphyrapicus ruber,Red-breasted Sapsucker
51180189,2018/06/15 2:23 AM UTC,2018-06-15,sarahhecocks,Setophaga occidentalis,Hermit Warbler
51194373,2020-06-14 2:37:22 PM PDT,2020-06-14,sportsnrecmin,Dryocopus pileatus,Pileated Woodpecker
51328973,Sun Jun 28 2020 15:31:15 GMT-0700 (PDT),2020-06-28,star_bit,Euphagus cyanocephalus,Brewer's Blackbird
51407478,Mon Jun 29 2020 11:51:20 GMT-0700 (PDT),2020-06-29,sarahmorrill,Oreortyx pictus,Mountain Quail
51434882,Fri Jun 26 2020 14:19:05 GMT-0700 (PDT),2020-06-26,wyattherp,Corvus corax,Common Raven
51438931,2020-06-22 12:07:41 PM PDT,2020-06-22,biophilic1,Zonotrichia leucophrys,White-crowned Sparrow
51439025,2020-06-22 5:42:17 PM PDT,2020-06-22,biophilic1,Corvus corax,Common Raven
51481385,2020-06-28 5:26:15 PM PDT,2020-06-28,lisa1109,Agelaius phoeniceus,Red-winged Blackbird
51488577,2020/06/29 10:09 AM PDT,2020-06-29,bethpratt1,Turdus migratorius,American Robin
51488616,2020/06/29 11:42 AM PDT,2020-06-29,bethpratt1,Leucosticte tephrocotis,Gray-crowned Rosy-Finch
51488695,2020/06/29 12:44 PM PDT,2020-06-29,bethpratt1,Junco hyemalis,Dark-eyed Junco
51488787,2020/06/29 3:23 PM PDT,2020-06-29,bethpratt1,Turdus migratorius,American Robin
51488805,2020/06/29 3:34 PM PDT,2020-06-29,bethpratt1,Junco hyemalis,Dark-eyed Junco
51491126,Tue Jun 30 2020 10:20:54 GMT-0700 (PDT),2020-06-30,lluna96,Cyanocitta stelleri,Steller's Jay
51499842,Fri Jun 19 2020 11:50:31 GMT-0400 (EDT),2020-06-19,marybowling,Pheucticus melanocephalus,Black-headed Grosbeak
51540605,2020-06-30 6:48:30 PM PDT,2020-06-30,derrickroberts,Dryocopus pileatus,Pileated Woodpecker
51540818,2020/06/29 12:09 PM PDT,2020-06-29,wyattherp,Setophaga petechia,Yellow Warbler
51540819,2020/06/29 12:01 PM PDT,2020-06-29,wyattherp,Empidonax oberholseri,Dusky Flycatcher
51540820,2020/06/29 11:52 AM PDT,2020-06-29,wyattherp,Aeronautes saxatalis,White-throated Swift
51540830,2020/06/29 11:39 AM PDT,2020-06-29,wyattherp,Colaptes auratus,Northern Flicker
51540831,2020/06/29 10:34 AM PDT,2020-06-29,wyattherp,Geothlypis tolmiei,MacGillivray's Warbler
51540834,2020/06/29 8:24 AM PDT,2020-06-29,wyattherp,Glaucidium gnoma,Northern Pygmy-Owl
51540837,2020/06/29 8:16 AM PDT,2020-06-29,wyattherp,Dendragapus fuliginosus,Sooty Grouse
51540849,2020/06/28 12:49 PM PDT,2020-06-28,wyattherp,Sitta carolinensis,White-breasted Nuthatch
51540861,2020/06/28 11:09 AM PDT,2020-06-28,wyattherp,Corvus corax,Common Raven
51540868,2020/06/28 9:41 AM PDT,2020-06-28,wyattherp,Piranga ludoviciana,Western Tanager
51540878,2020/06/28 6:42 AM PDT,2020-06-28,wyattherp,Pipilo chlorurus,Green-tailed Towhee
51540881,2020/06/28 6:37 AM PDT,2020-06-28,wyattherp,Turdus migratorius,American Robin
51540891,2020/06/27 3:29 PM PDT,2020-06-27,wyattherp,Contopus sordidulus,Western Wood-Pewee
51545045,Mon Jun 29 2020 15:01:47 GMT-0700 (PDT),2020-06-29,star_bit,Corvus corax,Common Raven
51559965,Wed Jun 24 2020 09:19:44 GMT-0700 (PDT),2020-06-24,aleescott,Icterus bullockii,Bullock's Oriole
51610441,Fri Jun 26 2020 19:14:37 GMT-0700 (PDT),2020-06-26,freakintatertot,Euphagus cyanocephalus,Brewer's Blackbird
51647193,Wed Jun 24 2020 09:05:14 GMT-0700 (PDT),2020-06-24,aleescott,Selasphorus,"Rufous, Allen's, and Allied Hummingbirds"
51656599,2020/06/27 12:12 PM PDT,2020-06-27,wyattherp,Dryobates albolarvatus,White-headed Woodpecker
51656603,2020/06/27 12:00 PM PDT,2020-06-27,wyattherp,Passerella iliaca,Fox Sparrow
51656604,2020/06/27 11:14 AM PDT,2020-06-27,wyattherp,Cyanocitta stelleri,Steller's Jay
51656608,2020/06/27 6:31 AM PDT,2020-06-27,wyattherp,Sphyrapicus ruber,Red-breasted Sapsucker
51656609,2020/06/27 6:30 AM PDT,2020-06-27,wyattherp,Dryocopus pileatus,Pileated Woodpecker
51656610,2020/06/27 6:26 AM PDT,2020-06-27,wyattherp,Poecile gambeli,Mountain Chickadee
51656614,2020/06/27 5:55 AM PDT,2020-06-27,wyattherp,Dendragapus fuliginosus,Sooty Grouse
51656616,2020/06/26 3:36 PM PDT,2020-06-26,wyattherp,Junco hyemalis,Dark-eyed Junco
51656622,2020/06/26 2:42 PM PDT,2020-06-26,wyattherp,Pipilo chlorurus,Green-tailed Towhee
51662146,Fri Jun 26 2020 13:46:22 GMT-0700 (PDT),2020-06-26,themanman,Cyanocitta stelleri,Steller's Jay
51751582,2020-07-02 3:13:49 PM PDT,2020-07-02,alansinsf,Cyanocitta stelleri,Steller's Jay
51753909,2020-06-26 2:17:45 PM PDT,2020-06-26,biophilic1,Cyanocitta stelleri,Steller's Jay
51754211,2020-06-26 2:18:19 PM PDT,2020-06-26,biophilic1,Cyanocitta stelleri,Steller's Jay
51990421,Sat Jul 04 2020 23:24:10 GMT-0700 (PDT),2020-07-04,hcrubinsf,Colaptes auratus,Northern Flicker
52118312,Fri Jul 03 2020 12:14:52 GMT-0700 (PDT),2020-07-03,aleescott,Sialia currucoides,Mountain Bluebird
52120278,Sat Jul 04 2020 14:22:00 GMT-0700 (PDT),2020-07-04,aleescott,Leucosticte tephrocotis,Gray-crowned Rosy-Finch
52278760,Mon Jul 06 2020 09:02:47 GMT-0700 (PDT),2020-07-06,aprasuhn,Cyanocitta stelleri,Steller's Jay
52338384,Tue Jul 07 2020 19:10:13 GMT-0700 (PDT),2020-07-07,jackiejohansen,Mergus merganser,Common Merganser
52409438,Wed Jul 08 2020 12:09:55 GMT-0700 (PDT),2020-07-08,tomaleoluka,Cyanocitta stelleri,Steller's Jay
52433652,Sun Jul 05 2020 11:10:55 GMT-0700 (PDT),2020-07-05,aleescott,Zonotrichia leucophrys,White-crowned Sparrow
52433890,Sun Jul 05 2020 11:28:26 GMT-0700 (PDT),2020-07-05,aleescott,Sialia currucoides,Mountain Bluebird
52434728,Sun Jul 05 2020 10:16:52 GMT-0700 (PDT),2020-07-05,aleescott,Actitis macularius,Spotted Sandpiper
52434910,Sun Jul 05 2020 10:29:44 GMT-0700 (PDT),2020-07-05,aleescott,Setophaga coronata auduboni,Audubon's Warbler
52436308,Sun Jul 05 2020 11:48:35 GMT-0700 (PDT),2020-07-05,aleescott,Poecile gambeli,Mountain Chickadee
52437206,Sun Jul 05 2020 12:27:53 GMT-0700 (PDT),2020-07-05,aleescott,Charadrius vociferus,Killdeer
52437752,Sun Jul 05 2020 19:12:12 GMT-0700 (PDT),2020-07-05,aleescott,Melozone crissalis,California Towhee
52438293,Sun Jul 05 2020 19:15:38 GMT-0700 (PDT),2020-07-05,aleescott,Polioptila caerulea,Blue-gray Gnatcatcher
52439148,Sun Jul 05 2020 19:17:17 GMT-0700 (PDT),2020-07-05,aleescott,Calypte anna,Anna's Hummingbird
52537754,Thu Jul 09 2020 10:36:04 GMT-0700 (PDT),2020-07-09,robgarn,Cyanocitta stelleri,Steller's Jay
52544867,Thu Jul 09 2020 15:42:15 GMT-0700 (PDT),2020-07-09,vtraveler,Cinclus mexicanus,American Dipper
52545018,Thu Jul 09 2020 15:54:01 GMT-0700 (PDT),2020-07-09,vtraveler,Dryobates villosus,Hairy Woodpecker
52631399,Fri Jul 10 2020 13:12:55 GMT-0700 (PDT),2020-07-10,patrickmooney,Cyanocitta stelleri,Steller's Jay
52717239,2020/03/23 12:43 PM PDT,2020-03-23,rangerfingerguns,Sialia mexicana,Western Bluebird
52717473,2020/03/24 12:47 PM PDT,2020-03-24,rangerfingerguns,Corthylio calendula,Ruby-crowned Kinglet
52717720,2020/03/24 12:49 PM PDT,2020-03-24,rangerfingerguns,Sialia currucoides,Mountain Bluebird
52718086,2020/03/24 12:53 PM PDT,2020-03-24,rangerfingerguns,Certhia americana,Brown Creeper
52718165,2020/03/24 12:54 PM PDT,2020-03-24,rangerfingerguns,Setophaga coronata,Yellow-rumped Warbler
52726664,2020/07/04 2:10 PM PDT,2020-07-04,rangerfingerguns,Dryocopus pileatus,Pileated Woodpecker
52766215,Sat Jul 11 2020 11:31:21 GMT-0700 (PDT),2020-07-11,mplatten,Cyanocitta stelleri,Steller's Jay
52978981,2015/11/25 1:29 PM PST,2015-11-25,rangerfingerguns,Dryobates pubescens,Downy Woodpecker
52979094,2016/01/25 1:31 PM PST,2016-01-25,rangerfingerguns,Buteo lineatus,Red-shouldered Hawk
53064732,2020-07-12 22:58:29,2020-07-12,ppurple,Piranga ludoviciana,Western Tanager
53104554,Tue Jul 14 2020 15:48:00 GMT-0700 (PDT),2020-07-14,supajace,Cyanocitta stelleri,Steller's Jay
53106168,2020-07-13 10:12:29 AM PDT,2020-07-13,johnfranz,Buteo lineatus,Red-shouldered Hawk
53209623,2020-07-15 11:06:51 AM PDT,2020-07-15,christinawalton,Cyanocitta stelleri,Steller's Jay
53222268,Tue Jul 14 2020 12:36:40 GMT-0700 (PDT),2020-07-14,francesfo,Actitis macularius,Spotted Sandpiper
53291936,2020/07/14 3:59 PM PDT,2020-07-14,mitchm44,Piranga ludoviciana,Western Tanager
53312831,2020/07/04 7:19 AM PDT,2020-07-04,rnicoll,Poecile gambeli,Mountain Chickadee
53318152,2020/07/11 11:03 AM HST,2020-07-11,cecehurst,Corvus corax,Common Raven
53318153,2020/07/11 10:50 AM HST,2020-07-11,cecehurst,Setophaga coronata,Yellow-rumped Warbler
53318199,2020/07/11 9:30 AM HST,2020-07-11,cecehurst,Setophaga coronata,Yellow-rumped Warbler
53318497,2020/07/11 8:37 AM HST,2020-07-11,cecehurst,Calypte anna,Anna's Hummingbird
53336327,Thu Jul 16 2020 11:47:43 GMT-0700 (PDT),2020-07-16,patrickschlemmer,Dendragapus fuliginosus,Sooty Grouse
53424123,2020/07/14 12:21 PM PDT,2020-07-14,mitchm44,Junco hyemalis,Dark-eyed Junco
53424133,2020/07/14 12:12 PM PDT,2020-07-14,mitchm44,Haemorhous cassinii,Cassin's Finch
53424134,2020/07/14 11:41 AM PDT,2020-07-14,mitchm44,Haliaeetus leucocephalus,Bald Eagle
53424144,2020/07/14 6:33 PM PDT,2020-07-14,mitchm44,Empidonax oberholseri,Dusky Flycatcher
53424173,2020/07/14 4:04 PM PDT,2020-07-14,mitchm44,Mergus merganser,Common Merganser
53424183,2020/07/14 10:19 AM PDT,2020-07-14,mitchm44,Turdus migratorius,American Robin
53424184,2020/07/14 6:38 PM PDT,2020-07-14,mitchm44,Actitis macularius,Spotted Sandpiper
53424671,Tue Jul 14 2020 09:39:27 GMT-0700 (PDT),2020-07-14,hikerkaty,Dendragapus fuliginosus,Sooty Grouse
53479246,2020/07/14 3:21 PM PDT,2020-07-14,summermule,Corvus corax,Common Raven
53521437,Sat Jul 18 2020 13:51:02 GMT-0700 (PDT),2020-07-18,zbrandt,Cyanocitta stelleri,Steller's Jay
53601769,2007-09-22,2007-09-22,jmaughn,Corvus corax,Common Raven
53614190,2020/07/15 6:52 PM PDT,2020-07-15,dtpeacock,Anas platyrhynchos,Mallard
53615224,2007-09-22,2007-09-22,jmaughn,Anas platyrhynchos,Mallard
53694846,Tue Jul 14 2020 17:35:39 GMT-0700 (PDT),2020-07-14,rangerwild,Actitis macularius,Spotted Sandpiper
53697570,Tue Jul 14 2020 17:19:07 GMT-0700 (PDT),2020-07-14,rangerwild,Zonotrichia leucophrys,White-crowned Sparrow
53756355,Tue Jul 07 2020 15:39:28 GMT-0700 (PDT),2020-07-07,aleescott,Sphyrapicus thyroideus,Williamson's Sapsucker
53756686,Tue Jul 07 2020 09:29:17 GMT-0700 (PDT),2020-07-07,aleescott,Colaptes auratus cafer,Northern Red-shafted Flicker
53795002,Thu Jul 16 2020 14:59:35 GMT-0700 (PDT),2020-07-16,rangerwild,Dendragapus fuliginosus,Sooty Grouse
53806617,Wed Jul 15 2020 11:50:40 GMT-0700 (PDT),2020-07-15,rangerwild,Pinicola enucleator,Pine Grosbeak
53845737,Mon Jul 20 2020 09:54:01 GMT-0700 (PDT),2020-07-20,andiself,Cyanocitta stelleri,Steller's Jay
53898509,Tue Jul 21 2020 13:16:36 GMT-0700 (PDT),2020-07-21,csloan813,Dendragapus fuliginosus,Sooty Grouse
53907602,Tue Jun 30 2020 08:50:34 GMT-0700 (PDT),2020-06-30,themanman,Corvus corax,Common Raven
53910154,Tue Jul 14 2020 16:39:08 GMT-0700 (PDT),2020-07-14,rangerwild,Sphyrapicus thyroideus,Williamson's Sapsucker
54016148,Tue Jul 21 2020 14:02:57 GMT-0700 (PDT),2020-07-21,andiself,Charadrius vociferus,Killdeer
54274127,Mon Jul 20 2020 09:55:23 GMT-0700 (PDT),2020-07-20,andiself,Colaptes auratus cafer,Northern Red-shafted Flicker
54274496,Sun Jul 19 2020 08:50:48 GMT-0700 (PDT),2020-07-19,andiself,Dendragapus fuliginosus,Sooty Grouse
54334192,Tue Jul 21 2020 14:59:42 GMT-0700 (PDT),2020-07-21,snakedaddy69,Cyanocitta stelleri,Steller's Jay
54335870,2020/07/22 11:10 AM PDT,2020-07-22,bethpratt1,Salpinctes obsoletus,Rock Wren
